Brand,Name,Price,Year,City,Car case,Volume,Transmission,Mileage,Gear,Steer wheel,Color,Custom clearance
Toyota,Land Cruiser Prado,4500000,1997,Алматы,внедорожник,3,автомат,50000,полный привод,справа,,Да
Hyundai,Sonata,5500000,2014,Алматы,седан,2.4,автомат,164016,передний привод,слева,бордовый металлик,Нет
Chery,Tiggo 7 Pro,11100000,2022,Алматы,кроссовер,1.5,вариатор,3500,передний привод,слева,синий металлик,Да
Geely,Monjaro,18500000,2023,Алматы,кроссовер,2,автомат,,полный привод,слева,синий,Да
Hyundai,H-1,10000000,2016,Алматы,минивэн,2.4,автомат,160000,задний привод,слева,белый,Да
Lexus,RX 350,40900000,2023,Алматы,кроссовер,2.4,автомат,,полный привод,слева,белый металлик,Да
Nissan,Cefiro,2850000,2000,Алматы,седан,2,автомат,,передний привод,справа,,Да
Daewoo,Matiz,1400000,2013,Алматы,хэтчбек,0.8,механика,100375,передний привод,слева,,Да
Lexus,LX 570,49000000,2016,Алматы,внедорожник,5.7,автомат,57000,полный привод,слева,черный металлик,Да
Hyundai,Tucson,14900000,2019,Алматы,кроссовер,2,автомат,37500,полный привод,слева,белый,Да
Lincoln,Navigator,51000000,2018,Алматы,внедорожник,3.5,автомат,,полный привод,слева,черный,Да
Volkswagen,Polo,11000000,2020,Алматы,лифтбек,1.6,автомат,20700,передний привод,слева,белый,Да
BMW,525,2100000,1994,Алматы,седан,2.5,механика,,задний привод,слева,черный,Да
ГАЗ,ГАЗель,5700000,2012,Алматы,фургон,2.9,механика,260480,задний привод,слева,,Да
Mercedes-Benz,E 320,2500000,1990,Алматы,седан,3.2,автомат,,задний привод,слева,черный металлик,Да
Toyota,Alphard,9700000,2006,Алматы,минивэн,3,автомат,154700,передний привод,справа,белый,Да
Hyundai,Sonata,16900000,2021,Алматы,седан,1.6,автомат,38000,передний привод,слева,черный,Да
Honda,Accord,5600000,2007,Алматы,седан,2.4,автомат,300000,передний привод,слева,серебристый металлик,Да
BMW,330,4800000,2000,Алматы,седан,3,автомат,252000,задний привод,слева,серебристый металлик,Да
BMW,X5,20000000,2014,Алматы,кроссовер,3,автомат,147000,полный привод,слева,белый металлик,Да
Lexus,RX 350,46500000,2022,Алматы,кроссовер,2.5,вариатор,100,полный привод,слева,черный,Да
Ford,Explorer,25500000,2020,Алматы,внедорожник,3,автомат,22000,полный привод,слева,черный металлик,Да
Mercedes-Benz,E 63 AMG,65500000,2020,Алматы,седан,4,автомат,8500,полный привод,слева,белый,Да
Kia,Cerato,12000000,2022,Алматы,седан,1.6,автомат,61000,передний привод,слева,серый,Да
Toyota,Hilux,11200000,2010,Алматы,пикап,2.7,автомат,,полный привод,слева,серый,Да
Audi,A8,18500000,2011,Алматы,седан,6.3,автомат,,полный привод,слева,черный,Да
Lexus,GS 300,8300000,2006,Алматы,седан,3,автомат,22222,полный привод,слева,черный,Да
Land Rover,Range Rover Evoque,12100000,2012,Алматы,кроссовер,2,автомат,68900,полный привод,слева,белый металлик,Да
Toyota,Land Cruiser Prado,28000000,2020,Алматы,внедорожник,2.7,автомат,61000,полный привод,слева,бронза,Да
Changan,UNI-K,14700000,2023,Алматы,кроссовер,1.5,автомат,40,передний привод,слева,белый металлик,Да
Toyota,Highlander,36999999,2022,Алматы,кроссовер,3.5,автомат,8000,полный привод,слева,черный металлик,Да
Toyota,Corolla,6200000,2010,Каскелен,седан,1.8,автомат,129000,передний привод,слева,черный металлик,Да
BMW,528,7000000,2013,Алматы,седан,2,автомат,140000,задний привод,слева,белый,Да
Mercedes-Benz,S 350,7500000,2004,Алматы,седан,3.7,автомат,305000,задний привод,слева,голубой металлик,Да
Toyota,Sequoia,39000000,2018,Алматы,внедорожник,5.7,автомат,57888,полный привод,слева,черный металлик,Да
Changan,UNI-K,15700000,2023,Алматы,кроссовер,2,автомат,,полный привод,слева,серый,Да
Kia,Cerato,7500000,2014,Алматы,седан,1.6,автомат,152000,передний привод,слева,,Да
Toyota,Camry,7199900,2007,Алматы,седан,2.4,автомат,213000,передний привод,слева,серый металлик,Да
Volkswagen,Golf,1270000,1992,Алматы,хэтчбек,1.6,механика,155000,передний привод,слева,красный металлик,Да
Mercedes-Benz,CLS 500,9000000,2006,Алматы,седан,5,автомат,217000,задний привод,слева,черный,Да
Land Rover,Range Rover Sport,7700000,2007,Алматы,внедорожник,4.4,автомат,,полный привод,слева,черный,Да
Toyota,Camry,9300000,2012,Талгар,седан,2.5,автомат,298000,передний привод,слева,белый,Да
Mitsubishi,Pajero,8500000,2007,Алматы,внедорожник,3,автомат,238333,полный привод,слева,черный металлик,Да
Toyota,RAV 4,17500000,2020,Алматы,кроссовер,2,автомат,40000,полный привод,слева,белый металлик,Да
Lexus,RX 350,42900000,2023,Алматы,кроссовер,2.4,автомат,1,полный привод,слева,серый,Да
Toyota,Highlander,22200000,2019,Алматы,кроссовер,3.5,автомат,80000,полный привод,слева,белый металлик,Да
ГАЗ,ГАЗель,3000000,2005,Панфилово (Талгарский р-н),пикап,2.3,механика,123000,задний привод,слева,белый металлик,Да
Tesla,Model Y,32000000,2023,Алматы,кроссовер,,автомат,,полный привод,слева,,Да
Kia,Bongo,9500000,2018,Алматы,пикап,2.5,механика,59000,задний привод,слева,белый,Да
Toyota,Ipsum,3150000,1996,Алматы,минивэн,2,автомат,,передний привод,справа,серебристый металлик,Да
Toyota,Camry,16560000,2021,Алматы,седан,2.5,автомат,64512,передний привод,слева,белый,Да
Zeekr,009,40500000,2023,Алматы,минивэн,,автомат,,полный привод,слева,,Нет
Zeekr,001,24890000,2023,Алматы,лифтбек,,автомат,,задний привод,слева,фиолетовый,Да
Volkswagen,ID.6,15350000,2023,Алматы,кроссовер,,автомат,,задний привод,слева,белый,Да
Lexus,IS 200t,17500000,2016,Алматы,седан,2,автомат,109000,задний привод,слева,серый,Да
Opel,Frontera,1700000,2000,Алматы,внедорожник,2.2,автомат,,полный привод,слева,серебристый металлик,Да
Toyota,Mark II,2850000,1993,Алматы,седан,2.5,автомат,,задний привод,справа,черный металлик,Да
Hyundai,Solaris,6100000,2014,Алматы,седан,1.6,автомат,158000,передний привод,слева,серый,Да
Hyundai,Sonata,14490000,2022,Алматы,седан,2.5,автомат,16445,передний привод,слева,черный,Да
Toyota,Avensis,4150000,2004,Алматы,седан,2,автомат,111111,передний привод,слева,серебристый металлик,Да
Lexus,RX 300,5900000,2001,Алматы,кроссовер,3,автомат,,полный привод,слева,синий металлик,Да
Toyota,Highlander,7800000,2004,Алматы,кроссовер,3.3,автомат,,полный привод,слева,золотистый металлик,Да
Lexus,NX 200t,15300000,2016,Алматы,кроссовер,2,автомат,160000,передний привод,слева,вишня металлик,Да
Hyundai,Palisade,21000000,2021,Алматы,кроссовер,3.8,автомат,19000,передний привод,слева,серый металлик,Да
Toyota,Camry,18300000,2021,Алматы,седан,2.5,автомат,34000,передний привод,слева,белый металлик,Да
Kia,Picanto,4200000,2012,Алматы,хэтчбек,1.2,автомат,113572,передний привод,слева,,Да
Zeekr,001,28500000,2023,Алматы,лифтбек,,автомат,1700,полный привод,слева,,Да
Nissan,Juke,4800000,2013,Алматы,кроссовер,1.6,вариатор,185000,передний привод,слева,белый,Да
Renault,Duster,5900000,2015,Алматы,кроссовер,2,механика,87000,полный привод,слева,серебристый металлик,Да
Toyota,Land Cruiser,45700000,2021,Алматы,внедорожник,4,автомат,,полный привод,слева,черный металлик,Да
BMW,540,19800000,2017,Алматы,седан,3,автомат,71750,задний привод,слева,белый металлик,Да
Mitsubishi,Pajero,9300000,2008,Алматы,внедорожник,3,автомат,172000,полный привод,слева,,Да
Toyota,Highlander,29000000,2022,Алматы,кроссовер,3.5,автомат,8300,полный привод,слева,белый металлик,Да
Toyota,Camry,13999999,2023,Алматы,седан,2.5,автомат,33,передний привод,слева,черный металлик,Нет
Kia,Seltos,12400000,2021,Алматы,кроссовер,1.6,автомат,79700,передний привод,слева,белый металлик,Да
Toyota,Camry,9200000,2012,Алматы,седан,2.5,автомат,,передний привод,слева,черный металлик,Да
Renault,Duster,5600000,2014,Алматы,кроссовер,1.6,механика,92500,передний привод,слева,синий металлик,Да
Kia,K5,16500000,2023,Алматы,седан,1.6,автомат,3400,передний привод,слева,серый металлик,Да
Kia,Rio,7900000,2018,Алматы,седан,1.6,автомат,75000,передний привод,слева,,Да
Subaru,Legacy,2790000,1997,Алматы,универсал,2.5,автомат,,полный привод,справа,,Да
Kia,Sportage,9400000,2015,Алматы,кроссовер,2,автомат,190000,передний привод,слева,бронза,Да
Toyota,Camry,5650000,2008,Алматы,седан,3.5,автомат,222222,передний привод,слева,,Да
BMW,328,4700000,1996,Алматы,седан,2.8,механика,,задний привод,слева,зеленый металлик,Да
Mitsubishi,Galant,1300000,1996,Алматы,седан,1.8,автомат,,передний привод,справа,,Да
BMW,X7,47000000,2019,Алматы,кроссовер,3,автомат,32182,полный привод,слева,белый,Да
Honda,Civic,2690000,2005,Алматы,седан,1.8,автомат,251671,передний привод,слева,,Да
Toyota,Alphard,9000000,2008,Алматы,минивэн,3,автомат,98000,передний привод,слева,черный металлик,Да
Mazda,626,750000,1991,Узынагаш,универсал,2,механика,400000,передний привод,слева,белый металлик,Да
Lexus,LX 470,14500000,2006,Алматы,внедорожник,4.7,автомат,,полный привод,слева,черный металлик,Да
BMW,X6,27000000,2018,Алматы,кроссовер,3,автомат,37000,полный привод,слева,черный металлик,Да
Lexus,GS 300,4900000,2003,Алматы,седан,3,автомат,294000,задний привод,слева,серый металлик,Да
Kia,Rio,9500000,2022,Алматы,седан,1.6,автомат,50000,передний привод,слева,белый,Да
Kia,Rio,7900000,2019,Алматы,седан,1.6,автомат,41000,передний привод,слева,белый,Да
Toyota,Camry,6800000,2008,Алматы,седан,2.4,автомат,220000,передний привод,справа,черный металлик,Да
Subaru,Outback,7800000,2011,Алматы,универсал,2.5,вариатор,212000,полный привод,слева,серебристый металлик,Да
Mercedes-Benz,E 200,17000000,2016,Алматы,седан,2,автомат,68000,задний привод,слева,серый,Да
Hyundai,Santa Fe,22500000,2021,Алматы,кроссовер,3.5,автомат,45000,полный привод,слева,черный,Да
ГАЗ,ГАЗель,12000000,2009,Алматы,пикап,2.9,механика,100,задний привод,слева,белый металлик,Да
Toyota,Land Cruiser Prado,13900000,2006,Алматы,внедорожник,4,автомат,243000,полный привод,слева,серебристый,Да
Volkswagen,Golf,900000,1992,Алматы,хэтчбек,1.8,автомат,,передний привод,слева,,Да
Kia,Seltos,12900000,2021,Алматы,кроссовер,1.6,автомат,20000,полный привод,слева,белый,Да
Mercedes-Benz,S 500,28000000,2013,Алматы,седан,4.7,автомат,72000,задний привод,слева,черный металлик,Да
Volkswagen,Jetta,4700000,2012,Алматы,седан,2.5,автомат,143950,передний привод,слева,белый металлик,Да
Mitsubishi,Pajero,2850000,1992,Алматы,внедорожник,2.5,механика,,полный привод,справа,синий металлик,Да
Mercedes-Benz,S 500,7900000,2007,Алматы,седан,5.5,автомат,210000,полный привод,слева,черный,Да
Mercedes-Benz,E 300,2520000,1992,Алматы,универсал,3,автомат,330000,полный привод,слева,зеленый металлик,Да
Ford,Escape,3500000,2001,Алматы,кроссовер,3,автомат,,передний привод,слева,серебристый,Да
Kia,K8,21000000,2021,Алматы,седан,2.5,автомат,35000,передний привод,слева,,Да
Toyota,Camry,13000000,2015,Алматы,седан,2.5,автомат,222222,передний привод,слева,белый,Да
Kia,Rio,8600000,2021,Алматы,седан,1.6,автомат,60000,передний привод,слева,серый металлик,Да
Ford,Mustang,19000000,2021,Алматы,купе,2.3,автомат,25000,задний привод,слева,красный металлик,Да
Toyota,Land Cruiser,9000000,2003,Алматы,внедорожник,4.2,механика,280000,полный привод,слева,серый,Да
Mercedes-Benz,GL 450,8700000,2006,Алматы,внедорожник,4.7,автомат,309000,полный привод,слева,серый,Да
Audi,100,2600000,1992,Алматы,седан,2.3,автомат,,передний привод,слева,белый,Да
Toyota,Land Cruiser Prado,35500000,2023,Алматы,внедорожник,4,автомат,300,полный привод,слева,белый металлик,Да
Toyota,Corolla,5850000,2009,Алматы,седан,1.6,автомат,232000,передний привод,слева,,Да
Toyota,Camry,5100000,2002,Алматы,седан,2.4,автомат,286000,передний привод,слева,бежевый,Да
Toyota,Camry,18790000,2019,Алматы,седан,3.5,автомат,109000,передний привод,слева,черный,Да
Hyundai,Sonata,12700000,2021,Алматы,седан,2,автомат,42000,передний привод,слева,серый,Да
Hyundai,Staria,20000000,2021,Алматы,минивэн,2.2,автомат,65000,передний привод,слева,белый металлик,Да
BMW,X5,34000000,2019,Алматы,кроссовер,3,автомат,100000,полный привод,слева,белый,Да
Hyundai,Palisade,30990000,2023,Алматы,кроссовер,3.5,автомат,,полный привод,слева,,Да
Lexus,RX 500h,33990000,2023,Алматы,кроссовер,2.4,автомат,,полный привод,слева,белый металлик,Да
Volkswagen,ID.4,14640000,2023,Алматы,кроссовер,,автомат,,задний привод,слева,белый,Да
Zeekr,001,24490000,2023,Алматы,лифтбек,,автомат,,полный привод,слева,серый,Да
Li,L7,25800000,2023,Алматы,кроссовер,1.5,автомат,,полный привод,слева,белый,Да
Mitsubishi,Pajero,6400000,2005,Алматы,внедорожник,3,автомат,293000,полный привод,слева,золотистый,Да
Toyota,Camry,14440000,2018,Алматы,седан,2.5,автомат,113510,передний привод,слева,черный,Да
Toyota,Corolla,9630000,2017,Алматы,седан,1.6,вариатор,121035,передний привод,слева,белый,Да
Toyota,Camry,14660000,2019,Алматы,седан,2.5,автомат,84277,передний привод,слева,черный,Да
Toyota,Camry,15010000,2022,Алматы,седан,2.5,автомат,22977,передний привод,слева,черный,Да
Hyundai,Bayon,11110000,2023,Алматы,кроссовер,1.4,автомат,19888,передний привод,слева,зеленый,Да
Hyundai,Tucson,12080000,2019,Алматы,кроссовер,2,автомат,77809,полный привод,слева,белый,Да
Toyota,RAV 4,13250000,2016,Алматы,кроссовер,2,вариатор,81723,полный привод,слева,белый,Да
Hyundai,Elantra,13200000,2021,Алматы,седан,2,автомат,35860,передний привод,слева,серый,Да
Audi,A6,3000000,2001,Алматы,седан,2.4,автомат,250000,передний привод,слева,синий металлик,Да
