Brand,Name,Price,Year,City,Car case,Volume,Transmission,Mileage,Gear,Steer wheel,Color,Custom clearance
Hyundai,Porter,9650000,2016,Алматы,пикап,2.5,механика,,задний привод,слева,белый металлик,Да
Kia,Sportage,18200000,2022,Алматы,кроссовер,1.6,робот,6500,передний привод,слева,белый металлик,Да
Lexus,GX 470,12000000,2005,Алматы,внедорожник,4.7,автомат,,полный привод,слева,серебристый металлик,Да
Mazda,Cronos,2000000,1992,Алматы,седан,2,автомат,111111,передний привод,слева,черный металлик,Да
Zeekr,X,15500000,2023,Алматы,кроссовер,,автомат,,полный привод,слева,белый,Да
Honda,Ridgeline,9800000,2007,Алматы,пикап,3.5,автомат,,полный привод,слева,серый металлик,Да
Honda,Odyssey,5000000,2000,Алматы,минивэн,3,автомат,,передний привод,слева,белый металлик,Да
Toyota,Highlander,12500000,2010,Алматы,кроссовер,3.5,автомат,207650,полный привод,слева,серебристый,Да
Daewoo,Nexia,600000,1998,Алматы,седан,1.5,механика,,передний привод,слева,,Да
Hyundai,Sonata,13500000,2022,Алматы,седан,2,автомат,23000,передний привод,слева,белый,Да
Toyota,Estima,5800000,2004,Алматы,минивэн,3,автомат,96500,передний привод,справа,,Нет
Mercedes-Benz,E 280,3300000,1999,Алматы,седан,2.8,автомат,333333,задний привод,слева,серебристый металлик,Да
Subaru,Legacy,2690000,1996,Алматы,универсал,2.5,автомат,,полный привод,справа,серебристый,Да
Hyundai,i40,7800000,2013,Алматы,седан,2,автомат,200000,передний привод,слева,,Да
Porsche,Cayenne,12000000,2009,Алматы,кроссовер,4.8,автомат,105000,полный привод,слева,черный металлик,Да
Volkswagen,Passat,2100000,1990,Алматы,универсал,1.8,механика,460070,передний привод,слева,черный металлик,Да
Kia,Optima,8500000,2016,Алматы,седан,2.4,автомат,250000,передний привод,слева,белый,Да
Mercedes-Benz,E 430,4500000,1997,Алматы,седан,4.3,автомат,,задний привод,слева,белый металлик,Да
Tesla,Model S,13800000,2014,Алматы,лифтбек,,автомат,112800,задний привод,слева,коричневый металлик,Да
Kia,K5,13700000,2021,Алматы,седан,1.6,автомат,35000,передний привод,слева,серый металлик,Да
Hyundai,Santa Fe,9800000,2016,Алматы,кроссовер,2.4,автомат,136680,полный привод,слева,серый металлик,Да
Toyota,4Runner,12800000,2006,Алматы,внедорожник,4,автомат,250000,полный привод,слева,вишня,Да
FAW,6390,2150000,2013,Алматы,минивэн,1,механика,50000,передний привод,слева,серебристый,Да
Lexus,RX 350,44000000,2023,Алматы,кроссовер,2.4,автомат,,полный привод,слева,серый металлик,Да
Hyundai,Staria,27999000,2023,Алматы,минивэн,3.5,автомат,,передний привод,слева,черный металлик,Да
Land Rover,Range Rover,123500000,2023,Алматы,внедорожник,4.4,автомат,,полный привод,слева,черный металлик,Да
Mitsubishi,Pajero,3300000,1997,Алматы,внедорожник,2.8,автомат,240000,полный привод,справа,,Да
Chevrolet,Tracker,9399999,2022,Алматы,кроссовер,1,автомат,,передний привод,слева,белый,Да
Mercedes-Benz,E 300,10000000,2011,Алматы,седан,3,автомат,200000,задний привод,слева,черный,Да
ГАЗ,ГАЗель NEXT,12712000,2023,Алматы,пикап,2.7,механика,,задний привод,слева,,Да
