Brand,Name,Price,Year,City,Car case,Volume,Transmission,Mileage,Gear,Steer wheel,Color,Custom clearance
Audi,Q7,9100000,2007,Алматы,кроссовер,3.6,автомат,150000,полный привод,слева,белый металлик,Да
Nissan,Cedric,3000000,2002,Алматы,седан,2.5,автомат,250000,задний привод,справа,серебристый металлик,Да
BMW,X5,17000000,2015,Алматы,кроссовер,3,автомат,,полный привод,слева,белый,Да
BMW,320,22000000,2020,Алматы,седан,2,автомат,28000,полный привод,слева,белый металлик,Да
Zeekr,001,26000000,2023,Алматы,лифтбек,,автомат,100,полный привод,слева,черный металлик,Да
Mercedes-Benz,S 500,3000000,2002,Алматы,седан,5,автомат,250000,задний привод,слева,белый,Да
Toyota,Sprinter Marino,1300000,1996,Алматы,седан,1.5,автомат,,передний привод,справа,синий металлик,Да
Ford,Transit,6000000,2013,Алматы,фургон,2.8,механика,20000,задний привод,слева,жёлтый металлик,Да
Toyota,bZ4X,15500000,2022,Алматы,кроссовер,,автомат,1500,передний привод,слева,белый металлик,Да
Toyota,Camry,15500000,2019,Алматы,седан,2.5,автомат,163330,передний привод,слева,черный металлик,Да
Lexus,NX 200t,14900000,2016,Алматы,кроссовер,2,автомат,73000,полный привод,слева,черный металлик,Да
Nissan,Patrol,4000000,1998,Алматы,внедорожник,2.8,механика,,полный привод,слева,синий,Да
Hyundai,Santa Fe,18900000,2022,Алматы,кроссовер,2.5,автомат,7000,полный привод,слева,черный металлик,Да
Subaru,Outback,21000000,2023,Алматы,универсал,2.5,вариатор,6000,полный привод,слева,синий металлик,Да
Mercedes-Benz,GL 500,14800000,2010,Алматы,внедорожник,5.5,автомат,139520,полный привод,слева,серый металлик,Да
Toyota,Camry,16300000,2022,Алматы,седан,2.5,автомат,30000,передний привод,слева,черный металлик,Да
Kia,Sorento,19500000,2021,Алматы,кроссовер,2.5,автомат,88000,полный привод,слева,белый металлик,Да
Toyota,Land Cruiser Prado,16900000,2015,Алматы,внедорожник,2.7,автомат,122000,полный привод,слева,белый,Да
Toyota,Camry,1850000,1991,Алматы,седан,3,механика,,передний привод,слева,серебристый металлик,Да
Kia,K5,15300000,2021,Алматы,седан,1.6,автомат,31000,передний привод,слева,белый,Да
Mercedes-Benz,Sprinter,4500000,1999,Алматы,микроавтобус,2.9,механика,260000,задний привод,слева,белый,Да
Nissan,Tiida,5800000,2013,Алматы,седан,1.6,автомат,160000,передний привод,слева,серебристый металлик,Да
