Brand,Name,Price,Year,City,Car case,Volume,Transmission,Mileage,Gear,Steer wheel,Color,Custom clearance
Kia,K5,12000000,2021,Алматы,седан,2,автомат,93000,передний привод,слева,черный металлик,Да
Volkswagen,Passat,1150000,1989,Алматы,универсал,1.8,механика,777777,передний привод,слева,,Да
BMW,X5,8000000,2006,Алматы,кроссовер,3,автомат,288000,полный привод,слева,серый металлик,Да
BYD,Destroyer 05,12700000,2023,Алматы,седан,1.5,автомат,2500,передний привод,слева,серый металлик,Да
Honda,CR-V,8900000,2012,Алматы,кроссовер,2.4,автомат,120000,полный привод,слева,серебристый металлик,Да
Mitsubishi,Galant,650000,1989,Алматы,хэтчбек,2,автомат,,передний привод,слева,,Да
Toyota,Corolla,10680000,2021,Алматы,седан,1.6,вариатор,,передний привод,слева,белый металлик,Да
Geely,Coolray,10450000,2021,Алматы,кроссовер,1.5,робот,,передний привод,слева,серый металлик,Да
Mitsubishi,Carisma,1300000,1997,Алматы,седан,1.8,автомат,,передний привод,справа,серебристый металлик,Да
Changan,UNI-T,11900000,2021,Алматы,внедорожник,1.5,робот,,передний привод,слева,серебристый металлик,Да
BMW,X6,15800000,2017,Алматы,кроссовер,3,автомат,123458,полный привод,слева,черный металлик,Да
Toyota,Previa,7000000,2003,Каскелен,минивэн,3,автомат,,передний привод,слева,белый металлик,Да
Toyota,Camry,3800000,1998,Алматы,седан,2.2,автомат,,передний привод,слева,синий,Да
Kia,Sorento,12700000,2015,Алматы,кроссовер,2.4,автомат,95000,полный привод,слева,коричневый металлик,Да
Toyota,Corolla,5100000,2007,Алматы,седан,1.6,автомат,,передний привод,слева,серебристый металлик,Да
ГАЗ,3110 (Волга),2200000,2002,Алматы,седан,2.1,механика,,задний привод,слева,золотистый металлик,Да
Honda,Odyssey,6000000,2003,Алматы,минивэн,3.5,автомат,,передний привод,справа,белый,Да
Chevrolet,Captiva,7490000,2012,Алматы,кроссовер,2.4,автомат,145141,полный привод,слева,серебристый,Да
Honda,CR-V,2600000,1996,Талгар,кроссовер,2,автомат,380000,полный привод,справа,белый металлик,Да
Mercedes-Benz,190,1100000,1989,Алматы,седан,2.3,механика,349000,задний привод,слева,вишня,Да
Volkswagen,Polo,5000000,2013,Алматы,седан,1.6,автомат,250000,передний привод,слева,,Да
Peugeot,406,2400000,2004,Алматы,седан,2,автомат,,передний привод,слева,,Да
Mercedes-Benz,E 320,4500000,1999,Алматы,седан,3.2,автомат,,задний привод,слева,серебристый металлик,Да
Nissan,Almera,1200000,1995,Алматы,хэтчбек,1.6,механика,,передний привод,слева,зеленый металлик,Да
Lexus,LX 570,44500000,2017,Алматы,внедорожник,5.7,автомат,76000,полный привод,слева,черный металлик,Да
Audi,A4,2000000,1998,Алматы,универсал,1.9,механика,,полный привод,слева,зеленый металлик,Да
Volkswagen,Passat,1350000,1992,Алматы,седан,1.8,механика,,передний привод,справа,белый,Да
Hyundai,Genesis,15000000,2014,Алматы,седан,3,автомат,,полный привод,слева,серебристый металлик,Да
ГАЗ,ГАЗель,3100000,2004,Алматы,пикап,2.4,механика,,задний привод,слева,белый металлик,Да
Audi,100,2200000,1992,Алматы,седан,2.8,механика,,полный привод,слева,,Да
Toyota,RAV 4,5600000,2001,Алматы,кроссовер,2,автомат,135000,полный привод,слева,черный,Да
Toyota,Land Cruiser,17900000,2008,Алматы,внедорожник,4.7,автомат,265000,полный привод,слева,,Да
Audi,A7,10300000,2010,Алматы,лифтбек,3,робот,,полный привод,слева,черный,Да
Mitsubishi,L300,1900000,1993,Алматы,минивэн,2,механика,,задний привод,слева,,Да
Tesla,Model 3,14500000,2020,Алматы,седан,,автомат,71300,задний привод,слева,голубой металлик,Да
Lexus,RX 300,4500000,1998,Алматы,кроссовер,3,автомат,,полный привод,слева,зеленый металлик,Да
Honda,Civic,750000,1994,Талгар,седан,1.5,механика,,передний привод,слева,красный,Да
Toyota,Carina E,10000,1995,Алматы,лифтбек,2,механика,,передний привод,слева,голубой металлик,Да
Mitsubishi,Space Wagon,1200000,1996,Алматы,минивэн,2,механика,321,передний привод,слева,бордовый металлик,Да
JAC,S3,6000000,2019,Алматы,кроссовер,1.6,механика,93000,передний привод,слева,,Да
Hyundai,Sonata,9200000,2018,Алматы,седан,2.4,автомат,114,передний привод,слева,,Да
Lexus,ES 350,13400000,2012,Алматы,седан,3.5,автомат,169000,передний привод,слева,серый металлик,Да
Volkswagen,Polo,10500000,2020,Алматы,лифтбек,1.6,автомат,35000,передний привод,слева,белый металлик,Да
Nissan,Primera,350000,1991,Алматы,седан,1.6,механика,,передний привод,слева,красный,Да
Toyota,Camry,7500000,2014,Алматы,седан,2.5,автомат,148028,передний привод,слева,зеленый металлик,Нет
Chevrolet,Nexia,5590000,2021,Алматы,седан,1.5,автомат,27332,передний привод,слева,белый,Да
Mitsubishi,Montero Sport,5000000,2002,Алматы,внедорожник,3,автомат,227000,полный привод,слева,,Да
Toyota,Camry,11500000,2015,Алматы,седан,2.5,автомат,135000,передний привод,слева,белый металлик,Да
Toyota,Estima Emina,2200000,1996,Алматы,минивэн,2.2,автомат,,полный привод,справа,серебристый металлик,Да
Hyundai,Palisade,28300000,2023,Алматы,кроссовер,3.8,автомат,2500,полный привод,слева,серый металлик,Да
Mercedes-Benz,E 200,1400000,1993,Алматы,седан,2,механика,,задний привод,слева,коричневый,Да
ВАЗ (Lada),2114 (хэтчбек),1000000,2011,Алматы,хэтчбек,1.6,механика,,передний привод,слева,серебристый,Да
Hyundai,Elantra,10100000,2021,Алматы,седан,1.6,автомат,30700,передний привод,слева,белый,Да
Hyundai,Starex,17888888,2019,Алматы,минивэн,2.5,автомат,34000,полный привод,слева,серебристый металлик,Да
Subaru,Outback,6000000,2005,Алматы,универсал,2.5,автомат,263000,полный привод,слева,золотистый металлик,Да
Chevrolet,Cobalt,6000000,2021,Алматы,седан,1.5,автомат,77000,передний привод,слева,белый,Да
Nissan,Patrol,6500000,2002,Алматы,внедорожник,3,механика,,полный привод,слева,серый металлик,Да
Toyota,Camry,19800000,2023,Алматы,седан,2.5,автомат,30,передний привод,слева,черный металлик,Да
