Brand,Name,Price,Year,City,Car case,Volume,Transmission,Mileage,Gear,Steer wheel,Color,Custom clearance
ВАЗ (Lada),2114 (хэтчбек),1800000,2013,Астана,хэтчбек,1.6,механика,93000,передний привод,слева,белый,Да
Kia,K8,24000000,2021,Астана,седан,3.5,автомат,26000,передний привод,слева,серый металлик,Да
Lexus,LX 570,26000000,2012,Астана,внедорожник,5.7,автомат,180000,полный привод,слева,серебристый металлик,Да
Kia,K5,14000000,2023,Астана,седан,2,автомат,,передний привод,слева,черный металлик,Да
Kia,K8,20900000,2022,Астана,седан,2.5,автомат,17100,передний привод,слева,черный,Да
Toyota,Corolla,14800000,2022,Астана,седан,1.6,вариатор,,передний привод,слева,серый металлик,Да
Li,L7,26500000,2023,Астана,кроссовер,1.5,автомат,,полный привод,слева,,Да
Mercedes-Benz,E 220,25000000,2020,Астана,седан,2,автомат,65000,полный привод,слева,белый металлик,Да
ГАЗ,ГАЗель,4950000,2012,Астана,пикап,2.9,механика,232000,задний привод,слева,,Да
OMODA,C5,13290000,2023,Кокшетау,кроссовер,1.5,вариатор,8,передний привод,слева,белый металлик,Да
OMODA,C5,15190000,2023,Кокшетау,кроссовер,1.6,робот,8,полный привод,слева,серый металлик,Да
ГАЗ,ГАЗель,6500000,2013,Астана,фургон,2.9,механика,150000,задний привод,слева,белый,Да
Mitsubishi,ASX,6200000,2013,Астана,кроссовер,1.8,вариатор,163000,передний привод,слева,белый металлик,Да
Lexus,LX 600,110000000,2022,Астана,внедорожник,3.5,автомат,12200,полный привод,слева,белый металлик,Да
Nissan,Qashqai,6350000,2013,Астана,кроссовер,1.6,вариатор,253000,передний привод,слева,серый металлик,Да
Lexus,LX 570,48000000,2018,Астана,внедорожник,5.7,автомат,50000,полный привод,слева,белый,Да
ВАЗ (Lada),21099 (седан),1600000,2002,Астана,седан,1.6,механика,,передний привод,слева,серебристый металлик,Да
Toyota,Camry,8900000,2012,Кокшетау,седан,2.5,автомат,293000,передний привод,слева,серый металлик,Да
Toyota,Corolla Verso,5900000,2008,Астана,минивэн,1.8,робот,220000,передний привод,слева,черный,Да
Toyota,Camry,17000000,2021,Астана,седан,2.5,автомат,17000,передний привод,слева,синий металлик,Да
Lexus,NX 200t,15000000,2014,Астана,кроссовер,2,автомат,92000,полный привод,слева,белый металлик,Да
Nissan,Terrano,7965892,2020,Астана,кроссовер,1.6,механика,36000,передний привод,слева,черный,Да
Hyundai,Santa Fe,20000000,2021,Астана,кроссовер,2.5,автомат,43000,полный привод,слева,белый металлик,Да
Hyundai,Elantra,8750000,2017,Кокшетау,седан,2,автомат,86000,передний привод,слева,серебристый,Да
Volkswagen,Passat CC,5450000,2009,Астана,седан,1.8,робот,215000,передний привод,слева,черный металлик,Да
Toyota,Camry,13500000,2018,Астана,седан,2.5,автомат,128000,передний привод,слева,серый,Да
Hyundai,Elantra,12500000,2022,Астана,седан,2,автомат,30000,передний привод,слева,серый металлик,Да
Nissan,Serena,6900000,2009,Астана,минивэн,2,вариатор,236000,передний привод,справа,белый,Да
Foton,View,16200000,2022,Астана,микроавтобус,2.7,механика,12000,задний привод,слева,белый металлик,Да
BMW,525,2350000,1994,Кокшетау,седан,2.5,автомат,,задний привод,слева,,Да
Chevrolet,Cobalt,6200000,2020,Астана,седан,1.5,автомат,81000,передний привод,слева,белый,Да
Toyota,Land Cruiser,23000000,2012,Астана,внедорожник,4.6,автомат,,полный привод,слева,черный,Да
Kia,K7,7800000,2016,Астана,седан,3,автомат,186000,передний привод,слева,черный металлик,Да
Subaru,Forester,7690000,2012,Астана,кроссовер,2.5,автомат,159961,полный привод,слева,,Да
Kia,Cee’d,6400000,2013,Астана,хэтчбек,1.6,автомат,143300,передний привод,слева,белый металлик,Да
Infiniti,QX80,39990000,2022,Кокшетау,внедорожник,5.6,автомат,10,полный привод,слева,серый,Да
Hyundai,Sonata,13000000,2022,Астана,седан,2,автомат,49000,передний привод,слева,синий металлик,Да
Audi,Q7,8700000,2007,Астана,кроссовер,3.6,автомат,218000,полный привод,слева,черный металлик,Да
Hyundai,Tucson,14900000,2022,Астана,кроссовер,2,автомат,7600,полный привод,слева,серый,Да
Nissan,Maxima,3700000,2002,Астана,седан,3,автомат,302000,передний привод,слева,серебристый,Да
Toyota,Camry,12800000,2019,Астана,седан,2,автомат,72800,передний привод,слева,белый металлик,Да
Audi,A8,2800000,1995,Астана,седан,2.8,механика,490,передний привод,слева,белый,Да
Hyundai,Sonata,5000000,2018,Астана,седан,2,автомат,101000,передний привод,слева,белый металлик,Нет
Lexus,NX 300,19200000,2021,Астана,кроссовер,2,автомат,32000,передний привод,слева,белый металлик,Да
Toyota,Hilux,25603513,2021,Астана,пикап,4,автомат,57000,полный привод,слева,белый,Да
Toyota,Camry,13000000,2015,Астана,седан,2.5,автомат,120000,передний привод,слева,белый металлик,Да
Geely,Emgrand EC7,2200000,2015,Астана,седан,1.8,механика,,передний привод,слева,золотистый,Да
Isuzu,Wizard,4000000,1999,Астана,внедорожник,3,автомат,391350,полный привод,справа,серебристый,Да
Toyota,Camry,6000000,2007,Астана,седан,2.4,автомат,450,передний привод,слева,серый,Да
Zeekr,001,26500000,2023,Астана,лифтбек,,автомат,,полный привод,слева,серый металлик,Да
Toyota,Highlander,22500000,2019,Астана,кроссовер,3.5,автомат,59000,полный привод,слева,белый металлик,Да
Mercedes-Benz,S 320,2800000,1992,Астана,седан,3.2,автомат,,задний привод,слева,коричневый металлик,Да
Toyota,Camry,8200000,2016,Астана,седан,2.5,автомат,130000,передний привод,слева,черный металлик,Да
Seat,Toledo,1100000,1996,Астана,лифтбек,1.8,механика,270000,передний привод,слева,серебристый металлик,Да
Toyota,Sienna,9350000,2015,Астана,минивэн,3.5,автомат,199000,передний привод,слева,серый металлик,Да
Toyota,RAV 4,7100000,2016,Астана,кроссовер,2.2,автомат,,полный привод,слева,черный металлик,Да
Toyota,Camry,10700000,2017,Астана,седан,2,автомат,199646,передний привод,слева,белый,Да
Toyota,Corolla,11500000,2022,Астана,седан,1.6,вариатор,8000,передний привод,слева,белый металлик,Да
Lifan,Myway,6000000,2018,Астана,кроссовер,1.8,автомат,100000,задний привод,слева,черный,Да
Mercedes-Benz,E 260,1750000,1990,Астана,универсал,2.6,автомат,350000,задний привод,слева,черный металлик,Да
ВАЗ (Lada),Largus,3600000,2014,Астана,универсал,1.6,механика,195000,передний привод,слева,белый,Да
Hyundai,Elantra,12400000,2023,Астана,седан,1.6,автомат,6700,передний привод,слева,черный,Да
Chrysler,Pacifica,5000000,2003,Астана,кроссовер,3.5,автомат,268000,полный привод,слева,вишня металлик,Да
Toyota,Camry,8650000,2012,Астана,седан,2.5,автомат,195700,передний привод,слева,черный,Да
Nissan,Maxima,2700000,1995,Астана,седан,2,механика,,передний привод,слева,бордовый,Да
Mercedes-Benz,S 500,4300000,2001,Астана,седан,5,автомат,450000,задний привод,слева,серебристый металлик,Да
Audi,A6,3000000,2002,Астана,седан,3,автомат,,полный привод,слева,серебристый,Да
Toyota,Kluger,6300000,2006,Астана,внедорожник,2.4,автомат,,полный привод,слева,серый металлик,Да
Toyota,RAV 4,8500000,2011,Астана,кроссовер,2.5,автомат,145000,полный привод,слева,серый металлик,Да
Kia,Sorento,5500000,2003,Астана,внедорожник,3.5,автомат,360000,полный привод,слева,черный,Да
Ravon,R4,3000000,2017,Астана,седан,1.5,механика,312000,передний привод,слева,голубой,Да
Volkswagen,Tiguan,24000000,2021,Астана,кроссовер,2,робот,10000,полный привод,слева,,Да
Kia,Rio,6300000,2014,Астана,седан,1.6,автомат,,передний привод,слева,белый,Да
Hyundai,Elantra,9158000,2020,Астана,седан,2,автомат,,передний привод,слева,серебристый,Да
Ravon,Nexia R3,5800000,2020,Астана,седан,1.5,автомат,57000,передний привод,слева,серый металлик,Да
Hyundai,Tucson,4400000,2006,Астана,кроссовер,2,механика,250000,передний привод,слева,черный,Да
ВАЗ (Lada),Priora 2170 (седан),2800000,2013,Астана,седан,1.6,механика,179000,передний привод,слева,белый,Да
Toyota,Corolla,12000000,2022,Астана,седан,1.6,вариатор,23530,передний привод,слева,черный металлик,Да
Toyota,Camry,10300000,2015,Астана,седан,2.5,автомат,76443,передний привод,слева,серебристый,Нет
Nissan,Maxima,3000000,2001,Астана,седан,3,автомат,,передний привод,слева,серый,Да
Mercedes-Benz,Sprinter,6500000,2003,Астана,микроавтобус,2.2,механика,111111,задний привод,слева,белый металлик,Да
Hyundai,Avante,3200000,2010,Астана,седан,1.6,автомат,260000,передний привод,слева,серебристый металлик,Да
ВАЗ (Lada),Kalina 2192 (хэтчбек),3200000,2013,Щучинск,хэтчбек,1.6,автомат,124000,передний привод,слева,белый,Да
Toyota,Land Cruiser,23500000,2013,Астана,внедорожник,4.6,автомат,195000,полный привод,слева,серый металлик,Да
Chevrolet,Lacetti,3500000,2013,Астана,седан,1.6,механика,197000,передний привод,слева,серебристый,Да
Hyundai,Kona,9200000,2018,Астана,кроссовер,1.6,робот,92000,передний привод,слева,белый,Да
Volkswagen,Golf,600000,1993,Астана,хэтчбек,1.8,механика,350,передний привод,слева,,Да
Audi,A8,1500000,1998,Астана,седан,4.2,автомат,300000,полный привод,слева,серый металлик,Да
Mercedes-Benz,C 180,2100000,1995,Астана,седан,1.8,механика,300000,задний привод,слева,коричневый металлик,Да
Mercedes-Benz,C 200,1750000,1995,Астана,седан,2,механика,300000,задний привод,слева,черный металлик,Да
Volkswagen,Sharan,3200000,2002,Кокшетау,минивэн,2,автомат,450000,передний привод,слева,серебристый металлик,Да
Toyota,Camry,4800000,2003,Кокшетау,седан,2.4,автомат,,передний привод,слева,серебристый металлик,Да
Nissan,Maxima,3000000,2004,Астана,седан,3,автомат,233333,передний привод,слева,белый металлик,Да
Toyota,Sequoia,15500000,2008,Кокшетау,внедорожник,5.7,автомат,201125,полный привод,слева,белый металлик,Да
Mercedes-Benz,S 560,47000000,2018,Астана,седан,4,автомат,106000,полный привод,слева,черный металлик,Да
Hyundai,Elantra,12300000,2021,Астана,седан,2,автомат,26000,передний привод,слева,серый,Да
Great Wall,Wingle 5,4000000,2014,Астана,пикап,2.4,механика,216000,полный привод,слева,белый,Да
Peugeot,206,650000,2002,Астана,хэтчбек,1.4,механика,,передний привод,слева,,Да
Kia,Sportage,19500000,2023,Астана,кроссовер,2.5,автомат,40,полный привод,слева,серый,Да
Volkswagen,Passat,1300000,1993,Кокшетау,седан,2,механика,333333,передний привод,слева,черный,Да
Mercedes-Benz,E 200,10000000,2012,Астана,седан,1.8,автомат,,задний привод,слева,,Да
Toyota,RAV 4,1900000,1994,Акколь (Аккольский р-н),кроссовер,2,механика,460000,полный привод,слева,синий металлик,Да
ГАЗ,24 (Волга),1100000,1983,Астана,седан,2.4,механика,150000,задний привод,слева,белый,Да
ВАЗ (Lada),2109 (хэтчбек),1600000,1993,Астана,хэтчбек,1.5,механика,200000,передний привод,слева,,Да
Volkswagen,Golf,1700000,1994,Астана,хэтчбек,1.8,автомат,112000,передний привод,слева,черный,Да
Hyundai,Accent,1800000,2008,Кокшетау,седан,1.5,механика,,передний привод,слева,серый,Да
Chevrolet,Cruze,4700000,2013,Астана,седан,1.8,автомат,130000,передний привод,слева,серый металлик,Да
Volkswagen,Transporter,7500000,2009,Щучинск,минивэн,2,механика,250000,передний привод,слева,серебристый металлик,Да
Kia,Sorento,11000000,2014,Астана,кроссовер,2.4,автомат,155000,полный привод,слева,белый металлик,Да
ВАЗ (Lada),Largus,2800000,2014,Кокшетау,универсал,1.6,механика,196000,передний привод,слева,белый,Да
ВАЗ (Lada),2109 (хэтчбек),370000,1996,Астана,хэтчбек,1.5,механика,40000,передний привод,слева,белый металлик,Да
Kia,Sorento,2200000,2005,Кокшетау,внедорожник,2.5,автомат,,полный привод,слева,белый,Да
Toyota,Camry,19000000,2020,Астана,седан,2.5,автомат,45000,передний привод,слева,белый,Да
Audi,A6,2650000,1997,Астана,седан,2.8,механика,405621,передний привод,слева,зеленый металлик,Да
Toyota,Camry,6900000,2008,Кокшетау,седан,2.4,автомат,305000,передний привод,слева,черный,Да
Volkswagen,Golf,1800000,1993,Астана,хэтчбек,1.8,механика,,передний привод,слева,белый металлик,Да
Audi,100,1300000,1991,Астана,седан,2.3,механика,555555,передний привод,слева,красный,Да
Toyota,Camry,8500000,2012,Кокшетау,седан,2.5,автомат,,передний привод,слева,бежевый металлик,Да
Honda,Civic,9500000,2019,Астана,седан,2,вариатор,55000,передний привод,слева,красный металлик,Да
BMW,X3,5800000,2005,Щучинск,кроссовер,3,автомат,265000,полный привод,слева,зеленый,Да
Toyota,Land Cruiser Prado,29900000,2017,Астана,внедорожник,4,автомат,74500,полный привод,слева,черный,Да
Toyota,Land Cruiser,7500000,2000,Астана,внедорожник,4.7,автомат,545000,полный привод,слева,серый,Да
Hyundai,Sonata,9650000,2019,Астана,седан,2,автомат,70000,передний привод,слева,серый металлик,Да
Nissan,Primera,350000,1995,Астана,седан,1.6,механика,,передний привод,слева,синий,Да
Renault,Sandero Stepway,7200000,2019,Астана,хэтчбек,1.6,автомат,77000,передний привод,слева,,Да
SsangYong,Actyon Sports,6300000,2015,Астана,пикап,2.3,механика,280000,полный привод,слева,серебристый,Да
Toyota,Camry,10200000,2012,Астана,седан,2.5,автомат,175000,передний привод,слева,белый,Да
ВАЗ (Lada),2115 (седан),780000,2005,Астана,седан,1.6,механика,,передний привод,слева,,Нет
ГАЗ,ГАЗель,4100000,2006,Астана,фургон,2.7,механика,100,задний привод,слева,белый металлик,Да
Subaru,Outback,7500000,2010,Астана,универсал,2.5,вариатор,177955,полный привод,слева,серый металлик,Да
Toyota,Windom,2000000,1995,Кокшетау,седан,3,автомат,200000,передний привод,справа,синий,Да
Hyundai,Tucson,13500000,2020,Астана,кроссовер,2.4,автомат,56000,полный привод,слева,серый металлик,Да
Mazda,6,3100000,2004,Астана,седан,3,автомат,,передний привод,слева,,Да
Mercedes-Benz,C 280,4100000,2006,Астана,седан,3,автомат,280000,полный привод,слева,синий металлик,Да
ВАЗ (Lada),21099 (седан),500000,2003,Астана,седан,1.5,механика,111111,передний привод,слева,серый металлик,Да
Toyota,Camry,13500000,2018,Астана,седан,2.5,автомат,152000,передний привод,слева,белый металлик,Да
Toyota,Camry,5000000,2002,Астана,седан,2.4,автомат,160,передний привод,слева,серебристый металлик,Да
Subaru,Outback,18000000,2021,Астана,универсал,2.5,вариатор,80000,полный привод,слева,серебристый металлик,Да
Mercedes-Benz,G 270,15500000,2005,Астана,внедорожник,2.7,автомат,280000,полный привод,слева,черный металлик,Да
Nissan,Teana,7000000,2011,Астана,седан,2.5,вариатор,250000,передний привод,слева,белый,Да
Audi,100,1000000,1991,Державинск,седан,2,механика,2150,передний привод,слева,,Да
Hyundai,Sonata,6300000,2010,Астана,седан,2.4,автомат,175000,передний привод,слева,,Да
Chevrolet,Cobalt,6500000,2020,Астана,седан,1.5,автомат,33000,передний привод,слева,белый,Да
Jetour,X90 Plus,14800000,2023,Астана,кроссовер,2,робот,5300,передний привод,слева,серый металлик,Да
Toyota,Camry,4800000,2006,Астана,седан,2.4,автомат,,передний привод,слева,черный металлик,Да
Chevrolet,Captiva,14200000,2022,Астана,внедорожник,1.5,вариатор,10000,передний привод,слева,серый металлик,Да
Toyota,Camry,13000000,2020,Астана,седан,2,автомат,74000,передний привод,слева,белый металлик,Да
Daewoo,Nexia,1450000,2011,Астана,седан,1.6,механика,,передний привод,слева,синий,Да
ВАЗ (Lada),2121 Нива,2200000,2005,Астана,внедорожник,1.7,механика,100000,полный привод,слева,белый,Да
Mercedes-Benz,S 320,3350000,1997,Астана,седан,3.2,автомат,100000,задний привод,слева,белый,Да
Toyota,Crown,5500000,2001,Астана,седан,2.5,автомат,41000,задний привод,справа,синий,Нет
Nissan,Primera,1700000,1997,Астана,седан,2,механика,,передний привод,слева,зеленый металлик,Да
Renault,Logan,3950000,2013,Астана,седан,1.6,автомат,158000,передний привод,слева,бордовый металлик,Да
ВАЗ (Lada),2102,650000,1984,Астана,универсал,1.5,механика,,задний привод,слева,красный металлик,Да
Kia,Sportage,14550000,2023,Астана,кроссовер,2,автомат,14,передний привод,слева,,Да
Volkswagen,Passat,1400000,1990,Кокшетау,седан,1.8,механика,,передний привод,слева,синий,Да
BMW,525,1600000,1990,Астана,седан,2.5,механика,,задний привод,слева,черный,Да
Volkswagen,Polo,4000000,2019,Астана,седан,1.6,механика,230,передний привод,слева,белый,Да
Hyundai,Tucson,10200000,2018,Астана,кроссовер,2,автомат,77800,полный привод,слева,белый,Да
ВАЗ (Lada),2105,1100000,1993,Астана,седан,1.6,механика,,задний привод,слева,зеленый,Да
Chevrolet,Equinox,9250000,2021,Астана,кроссовер,1.5,автомат,52000,полный привод,слева,красный металлик,Да
Suzuki,Grand Vitara,5000000,2007,Астана,кроссовер,2,автомат,192907,полный привод,слева,серебристый,Да
BMW,525,1900000,1993,Кокшетау,универсал,2.5,механика,,задний привод,слева,бордовый металлик,Да
УАЗ,Patriot,5200000,2014,Астана,внедорожник,2.7,механика,70000,полный привод,слева,,Да
Kia,Rio,6200000,2015,Астана,седан,1.6,автомат,90000,передний привод,слева,белый металлик,Да
Nissan,Skyline,2999999,2001,Астана,седан,2.5,автомат,,задний привод,справа,серый металлик,Да
Toyota,Camry,16700000,2022,Астана,седан,2.5,автомат,280,передний привод,слева,белый металлик,Да
Mercedes-Benz,E 220,2000000,1993,Астана,седан,2.2,автомат,384000,задний привод,слева,фиолетовый металлик,Да
Toyota,Camry,3200000,2000,Астана,седан,2.2,автомат,,передний привод,слева,,Да
Audi,80,1500000,1989,Астана,седан,1.8,механика,,передний привод,слева,,Да
Chery,Tiggo 7 Pro,11500000,2022,Астана,кроссовер,1.5,вариатор,21500,передний привод,слева,белый,Да
Mitsubishi,RVR,1800000,1997,Астана,минивэн,2,автомат,365000,полный привод,справа,зеленый металлик,Да
ВАЗ (Lada),2111 (универсал),1950000,2003,Астана,универсал,1.5,механика,266000,передний привод,слева,бордовый металлик,Да
Toyota,Land Cruiser Prado,17500000,2014,Астана,внедорожник,3,автомат,180000,полный привод,слева,черный,Да
BMW,525,1200000,1990,Астана,седан,2.5,механика,,задний привод,слева,синий,Да
Infiniti,FX35,5700000,2003,Астана,кроссовер,3.5,автомат,245000,полный привод,слева,коричневый металлик,Да
ВАЗ (Lada),Priora 2170 (седан),3500000,2014,Кокшетау,седан,1.6,механика,,передний привод,слева,черный металлик,Да
BMW,730,2700000,1995,Кокшетау,седан,3,автомат,483755,задний привод,слева,черный,Да
Smart,ForTwo,2500000,2002,Кокшетау,хэтчбек,0.6,робот,100,задний привод,слева,жёлтый,Да
Toyota,RAV 4,13200000,2015,Астана,кроссовер,2.5,автомат,134000,передний привод,слева,белый металлик,Да
ВАЗ (Lada),2115 (седан),1300000,2005,Атбасар,седан,1.5,механика,,передний привод,слева,серебристый металлик,Да
Lexus,GX 470,9000000,2004,Астана,внедорожник,4.7,автомат,300000,полный привод,слева,серый,Да
BMW,525,1400000,1990,Астана,седан,2.5,механика,,задний привод,слева,,Да
Mercedes-Benz,E 320,3200000,2003,Астана,седан,3.2,автомат,290000,задний привод,слева,серебристый металлик,Да
Toyota,RAV 4,11900000,2018,Астана,кроссовер,2,вариатор,106000,полный привод,слева,,Да
Mitsubishi,Outlander,13500000,2022,Астана,кроссовер,2,вариатор,35,передний привод,слева,белый металлик,Да
Toyota,Land Cruiser,46900000,2018,Астана,внедорожник,4.6,автомат,43000,полный привод,слева,белый металлик,Да
BMW,X5,12000000,2012,Астана,кроссовер,3,автомат,250000,полный привод,слева,черный металлик,Да
Subaru,Outback,3400000,2000,Астана,универсал,2.5,автомат,300000,полный привод,слева,синий металлик,Да
Mercedes-Benz,CLK 500,3200000,2003,Астана,купе,5,автомат,290000,задний привод,слева,серебристый металлик,Да
Kia,Sportage,7600000,2013,Астана,кроссовер,2,автомат,140,передний привод,слева,белый металлик,Да
ВАЗ (Lada),2121 Нива,2000000,2002,Щучинск,внедорожник,1.7,механика,,полный привод,слева,,Да
ВАЗ (Lada),2114 (хэтчбек),1000000,2006,Астана,хэтчбек,1.5,механика,,передний привод,слева,серый,Да
Mazda,Tribute,2200000,2001,Астана,кроссовер,3,автомат,300000,полный привод,слева,черный металлик,Да
Mitsubishi,Pajero,14700000,2019,Астана,внедорожник,3.8,автомат,53000,полный привод,слева,серый металлик,Да
Kia,Sportage,9500000,2014,Кокшетау,кроссовер,2,автомат,153000,полный привод,слева,черный,Да
ВАЗ (Lada),2110 (седан),1150000,2004,Кокшетау,седан,1.5,механика,213057,передний привод,слева,зеленый металлик,Да
BMW,320,1500000,1992,Астана,седан,2,автомат,,задний привод,слева,синий,Да
Toyota,Hilux,27000000,2021,Астана,пикап,4,автомат,250,полный привод,слева,оранжевый металлик,Да
Audi,100,1500000,1989,Астана,седан,2.3,механика,,передний привод,слева,синий металлик,Да
Toyota,Celica,750000,1990,Астана,купе,2,механика,,передний привод,слева,,Да
BMW,318,2200000,1994,Щучинск,седан,1.8,механика,,задний привод,слева,вишня металлик,Да
Subaru,Impreza,2000000,1995,Астана,седан,1.8,механика,370000,полный привод,слева,синий,Да
Kia,Sorento,8300000,2011,Астана,кроссовер,3.5,автомат,180000,полный привод,слева,черный металлик,Да
Toyota,Land Cruiser,62000000,2022,Астана,внедорожник,3.5,автомат,20000,полный привод,слева,белый металлик,Да
Audi,A8,17000000,2014,Астана,седан,3,автомат,160000,полный привод,слева,черный металлик,Да
Toyota,Land Cruiser,10000000,2005,Астана,внедорожник,4.5,механика,300000,полный привод,слева,черный,Да
Audi,A4,2000000,1995,Астана,седан,1.6,механика,272490,передний привод,слева,зеленый,Да
Toyota,Mark II,1600000,1999,Астана,седан,2.5,автомат,500000,задний привод,справа,белый,Нет
Volkswagen,Polo,5400000,2015,Астана,седан,1.6,автомат,,передний привод,слева,коричневый металлик,Да
Jeep,Cherokee,9500000,2014,Астана,внедорожник,2.4,автомат,102500,полный привод,слева,черный,Да
Lexus,RX 350,13200000,2011,Астана,кроссовер,3.5,автомат,201000,полный привод,слева,белый,Да
Kia,Rio,4100000,2013,Астана,седан,1.6,механика,209000,передний привод,слева,белый металлик,Да
Mercedes-Benz,E 280,2550000,1996,Астана,седан,2.8,автомат,,задний привод,слева,,Да
Audi,A4,1300000,1995,Астана,седан,1.6,механика,444444,передний привод,слева,синий,Да
Volkswagen,Caravelle,4800000,2006,Астана,минивэн,2.5,автомат,286532,передний привод,слева,серебристый металлик,Да
Lexus,ES 350,20000000,2021,Астана,седан,3.5,автомат,22741,передний привод,слева,черный металлик,Нет
Toyota,Camry,3200000,1998,Кокшетау,седан,2.2,механика,478000,передний привод,слева,белый,Да
Nissan,Elgrand,7500000,2008,Астана,минивэн,3.5,автомат,,полный привод,справа,черный металлик,Да
ВАЗ (Lada),2112 (хэтчбек),900000,2004,Астана,хэтчбек,1.6,механика,,передний привод,слева,серый металлик,Да
BMW,525,900000,1991,Астана,седан,2.5,механика,,задний привод,слева,серебристый,Да
Hyundai,Accent,5800000,2014,Атбасар,седан,1.6,автомат,154000,передний привод,слева,серый металлик,Да
Toyota,Corolla,7800000,2013,Астана,седан,1.6,автомат,,передний привод,слева,,Да
Chevrolet,Cruze,5000000,2014,Астана,универсал,1.8,автомат,,передний привод,слева,серебристый металлик,Да
Toyota,Mark II,4800000,1996,Астана,седан,3,автомат,,задний привод,справа,белый,Да
BMW,320,22000000,2020,Астана,седан,2,автомат,65000,полный привод,слева,черный металлик,Да
Hyundai,Elantra,6000000,2012,Астана,седан,1.6,автомат,200000,передний привод,слева,черный,Да
BMW,X5,11000000,2010,Астана,кроссовер,3,автомат,148000,полный привод,слева,белый,Да
Kia,K7,16000000,2020,Астана,седан,2.5,автомат,,передний привод,слева,серый металлик,Да
ВАЗ (Lada),Kalina 1118 (седан),1100000,2006,Астана,седан,1.6,механика,260000,передний привод,слева,,Да
Mitsubishi,Endeavor,4200000,2004,Астана,внедорожник,3.8,автомат,220000,полный привод,слева,серебристый металлик,Да
