Brand,Name,Price,Year,City,Car case,Volume,Transmission,Mileage,Gear,Steer wheel,Color,Custom clearance
Hyundai,Tucson,18000000,2022,Астана,кроссовер,1.6,автомат,,полный привод,слева,серый,Да
Mitsubishi,Delica,1100000,1988,Астана,минивэн,2.5,механика,,задний привод,слева,серый,Да
Hyundai,Accent,3500000,2011,Шортанды,седан,1.6,автомат,255000,передний привод,слева,черный,Да
ВАЗ (Lada),2121 Нива,1600000,1999,Астана,внедорожник,1.7,механика,,полный привод,слева,белый,Да
Toyota,Camry,4800000,2003,Астана,седан,2.4,автомат,280000,передний привод,слева,серебристый,Да
ВАЗ (Lada),Vesta,5500000,2018,Астана,седан,1.6,робот,130000,передний привод,слева,хамелеон,Да
Lexus,GX 460,48700000,2021,Астана,внедорожник,4.6,автомат,,полный привод,слева,,Да
ВАЗ (Lada),Kalina 2192 (хэтчбек),3300000,2013,Астана,хэтчбек,1.6,автомат,53500,передний привод,слева,оранжевый металлик,Да
Kia,Sportage,8700000,2014,Боровое,кроссовер,2,автомат,193655,передний привод,слева,белый,Да
BMW,528,3500000,1997,Астана,седан,2.8,автомат,7777,задний привод,слева,,Да
ВАЗ (Lada),Priora 2170 (седан),2500000,2013,Астана,седан,1.6,механика,225809,передний привод,слева,белый металлик,Да
Daewoo,Nexia,450000,1997,Астана,седан,1.5,механика,,передний привод,слева,черный,Нет
Mazda,626,2000000,1997,Кокшетау,седан,2,механика,380000,передний привод,слева,бордовый,Да
ВАЗ (Lada),Priora 2172 (хэтчбек),800000,2008,Астана,хэтчбек,1.6,механика,,передний привод,слева,черный металлик,Нет
Kia,Sorento,9900000,2012,Астана,кроссовер,3.5,автомат,190000,полный привод,слева,белый,Да
Cadillac,CTS,5000000,2002,Астана,седан,3.2,автомат,230000,задний привод,слева,коричневый,Да
Audi,100,2500000,1994,Астана,универсал,2.6,автомат,,передний привод,слева,серый металлик,Да
ВАЗ (Lada),2121 Нива,2400000,2013,Кокшетау,внедорожник,1.7,механика,205000,полный привод,слева,белый,Да
Kia,K5,15700000,2022,Астана,седан,2,автомат,30000,передний привод,слева,серый металлик,Да
Mercedes-Benz,E 230,3700000,1996,Астана,седан,2.3,механика,,задний привод,слева,серебристый,Да
Nissan,X-Trail,3000000,2002,Астана,кроссовер,2.2,механика,212121,полный привод,слева,зеленый металлик,Да
Mercedes-Benz,ML 350,4500000,2003,Астана,внедорожник,3.7,автомат,240000,полный привод,слева,белый,Да
Toyota,Hilux,16000000,2020,Астана,пикап,2.7,механика,114906,полный привод,слева,белый,Да
