Brand,Name,Price,Year,City,Car case,Volume,Transmission,Mileage,Gear,Steer wheel,Color,Custom clearance
Daewoo,Nexia,2000000,2013,Алматы,седан,1.5,механика,,передний привод,слева,,Да
Mitsubishi,RVR,1700000,1997,Алматы,минивэн,2,автомат,,полный привод,справа,черный металлик,Да
Lexus,LX 570,44650000,2016,Алматы,внедорожник,5.7,автомат,103000,полный привод,слева,черный металлик,Да
Mitsubishi,L200,4200000,2007,Алматы,пикап,2.5,механика,,полный привод,слева,,Да
Toyota,Highlander,9100000,2007,Алматы,кроссовер,3.3,вариатор,160800,полный привод,слева,серебристый металлик,Да
Volkswagen,Golf,1700000,1994,Алматы,хэтчбек,2,автомат,300000,передний привод,слева,красный,Да
Mercedes-Benz,A 160,2600000,2003,Алматы,хэтчбек,1.6,автомат,126150,передний привод,слева,зеленый металлик,Да
Volkswagen,Passat,1300000,1995,Алматы,седан,2.8,механика,,передний привод,слева,синий металлик,Да
Chery,Tiggo 8 Pro Max,13500000,2022,Алматы,кроссовер,1.6,робот,18900,полный привод,слева,черный,Да
Audi,100,2650000,1990,Алматы,универсал,2.3,механика,,полный привод,слева,,Да
Toyota,Camry,7000000,2011,Алматы,седан,2.5,автомат,219628,передний привод,слева,серебристый металлик,Да
Volkswagen,Golf,1450000,1993,Алматы,хэтчбек,1.8,механика,,передний привод,слева,черный металлик,Да
Lexus,ES 300h,27000000,2022,Алматы,седан,2.5,вариатор,5000,передний привод,слева,черный,Да
Toyota,Camry,12500000,2019,Алматы,седан,2.5,автомат,82059,передний привод,слева,черный металлик,Да
Lexus,ES 250,23000000,2021,Алматы,седан,2.5,автомат,50,передний привод,слева,белый металлик,Да
Toyota,Land Cruiser Prado,12000000,2007,Алматы,внедорожник,4,автомат,274000,полный привод,слева,черный металлик,Да
Honda,Odyssey,2800000,1998,Алматы,минивэн,2.2,автомат,212000,передний привод,справа,белый,Да
Toyota,Estima,5000000,2008,Алматы,минивэн,2.4,вариатор,200000,полный привод,справа,белый,Нет
Toyota,Camry,14800000,2018,Алматы,седан,2.5,автомат,92000,передний привод,слева,белый,Да
Toyota,Camry,1350000,1993,Алматы,седан,2.2,механика,,передний привод,слева,,Да
Genesis,G70,24000000,2022,Алматы,седан,2,автомат,4050,полный привод,слева,белый,Да
Land Rover,Range Rover Sport,35000000,2016,Алматы,внедорожник,3,автомат,82000,полный привод,слева,вишня металлик,Да
Mitsubishi,Montero Sport,22000000,2022,Алматы,внедорожник,3,автомат,190,полный привод,слева,серебристый металлик,Да
Kia,Sorento,13700000,2018,Алматы,кроссовер,2,автомат,72500,передний привод,слева,белый металлик,Да
BMW,X5,21500000,2016,Алматы,кроссовер,3,автомат,,полный привод,слева,,Да
ГАЗ,Соболь,5500000,2015,Алматы,фургон,2.9,механика,65500,полный привод,слева,белый,Да
Toyota,Highlander,14700000,2012,Алматы,кроссовер,3.5,автомат,88989,полный привод,слева,,Да
Hyundai,Sonata,17500000,2023,Алматы,седан,2.5,автомат,9000,передний привод,слева,белый металлик,Да
Lexus,IS 250,10500000,2015,Алматы,седан,2.5,автомат,138288,задний привод,слева,белый металлик,Нет
ВАЗ (Lada),Priora 2171 (универсал),2200000,2014,Алматы,универсал,1.6,механика,250000,передний привод,слева,белый металлик,Да
BMW,525,2300000,1994,Байтерек,седан,3,автомат,,задний привод,слева,бордовый,Да
Mitsubishi,Galant,850000,1995,Алматы,хэтчбек,2,механика,,передний привод,слева,вишня металлик,Да
Land Rover,Range Rover,35500000,2014,Алматы,внедорожник,4.4,автомат,109000,полный привод,слева,серый,Да
Toyota,Camry,5400000,2006,Алматы,седан,2.4,автомат,,передний привод,слева,,Да
Audi,A6,3300000,2003,Алматы,седан,2.7,автомат,,полный привод,слева,серебристый,Да
Mitsubishi,Lancer,3300000,2009,Алматы,седан,1.3,автомат,,передний привод,слева,,Да
BMW,X5,9500000,2007,Алматы,кроссовер,3,автомат,224000,полный привод,слева,серебристый металлик,Да
BMW,X5 M,17000000,2009,Алматы,кроссовер,4.4,автомат,79500,полный привод,слева,синий металлик,Да
