Brand,Name,Price,Year,City,Car case,Volume,Transmission,Mileage,Gear,Steer wheel,Color,Custom clearance
Porsche,Cayenne,28200000,2015,Алматы,кроссовер,3.6,автомат,119000,полный привод,слева,бордовый металлик,Да
Subaru,Tribeca,5000000,2006,Алматы,кроссовер,3,автомат,255000,полный привод,слева,черный,Да
Mitsubishi,L200,4200000,2007,Алматы,пикап,2.5,механика,285000,полный привод,слева,белый,Да
Toyota,Camry,5200000,2004,Алматы,седан,2.4,автомат,200000,передний привод,слева,белый металлик,Да
Mitsubishi,Carisma,2200000,2001,Алматы,хэтчбек,1.8,автомат,260,передний привод,слева,серебристый металлик,Да
Tesla,Model Y,19000000,2020,Алматы,кроссовер,,автомат,5000,полный привод,слева,черный,Да
Subaru,Legacy,2800000,1992,Алматы,универсал,2.2,автомат,390000,полный привод,слева,зеленый металлик,Да
Toyota,RAV 4,8000000,2009,Алматы,кроссовер,2.5,автомат,,передний привод,слева,бронза металлик,Да
Kia,Rio,6000000,2014,Алматы,хэтчбек,1.4,автомат,94000,передний привод,слева,серебристый металлик,Да
Mitsubishi,Delica,1600000,1995,Алматы,минивэн,2.5,автомат,397000,полный привод,справа,серый,Да
Mercedes-Benz,S 350,6000000,2003,Алматы,седан,3.7,автомат,,задний привод,слева,серебристый металлик,Да
Kia,Sportage,14000000,2020,Алматы,кроссовер,2.4,автомат,80000,полный привод,слева,белый,Да
BMW,520,2600000,1997,Алматы,седан,2,автомат,432000,задний привод,слева,белый металлик,Да
Toyota,Verossa,4500000,2001,Алматы,седан,3,автомат,200000,задний привод,справа,серый,Да
Mitsubishi,RVR,850000,1991,Алматы,минивэн,2,автомат,,передний привод,справа,зеленый,Нет
Mercedes-Benz,E 280,4200000,1999,Алматы,седан,2.8,автомат,,задний привод,слева,синий металлик,Да
Audi,100,2500000,1991,Алматы,седан,2.8,автомат,,передний привод,слева,бордовый металлик,Да
Hyundai,Palisade,28500000,2022,Алматы,кроссовер,3.8,автомат,18800,полный привод,слева,синий металлик,Да
Kia,Optima,9500000,2015,Алматы,седан,2.4,автомат,135000,передний привод,слева,белый,Да
Toyota,Land Cruiser Prado,16500000,2011,Алматы,внедорожник,2.7,автомат,,полный привод,слева,белый металлик,Да
Toyota,Land Cruiser Prado,15900000,2009,Алматы,внедорожник,4,автомат,263000,полный привод,слева,,Да
Chevrolet,Nexia,4700000,2021,Алматы,седан,1.5,механика,94000,передний привод,слева,серый металлик,Да
Mitsubishi,Pajero,4000000,1995,Алматы,внедорожник,2.8,автомат,290000,полный привод,справа,зеленый металлик,Да
Mercedes-Benz,C 180,1500000,1994,Конаев (Капшагай),седан,1.8,автомат,,задний привод,слева,,Да
Nissan,Urvan,18200000,2023,Алматы,минивэн,2.5,автомат,10,задний привод,слева,белый,Да
Infiniti,EX35,9000000,2008,Алматы,кроссовер,3.5,автомат,,полный привод,слева,,Да
Haval,Dargo,13200000,2022,Алматы,кроссовер,2,робот,23000,полный привод,слева,,Да
BMW,325,1350000,1992,Алматы,седан,2.5,механика,400000,задний привод,слева,серый металлик,Да
Toyota,Land Cruiser Prado,6999999,2000,Алматы,внедорожник,2.7,автомат,,полный привод,справа,,Да
BMW,325,600000,1983,Алматы,купе,2.5,механика,,задний привод,слева,,Да
Toyota,Land Cruiser,12500000,2006,Алматы,внедорожник,4.5,автомат,273000,полный привод,слева,черный металлик,Да
ГАЗ,ГАЗель,4000000,2007,Каскелен,фургон,2.9,механика,111111,задний привод,слева,белый металлик,Да
Toyota,4Runner,17000000,2006,Алматы,внедорожник,4,автомат,333000,полный привод,слева,серый металлик,Да
Volkswagen,e-Lavida,9700000,2021,Алматы,седан,,автомат,23000,передний привод,слева,белый металлик,Да
Hyundai,Santa Fe,18500000,2021,Алматы,кроссовер,2.5,автомат,48000,полный привод,слева,черный металлик,Да
Lexus,RX 330,9800000,2004,Алматы,кроссовер,3.3,автомат,,полный привод,слева,серебристый металлик,Да
Mercedes-Benz,EQE SUV,39000000,2023,Алматы,внедорожник,,автомат,10,полный привод,слева,белый,Да
Nissan,Qashqai,8700000,2015,Алматы,кроссовер,2,вариатор,60000,передний привод,слева,белый,Да
Mercedes-Benz,C 180,1500000,1994,Алматы,седан,1.8,автомат,,задний привод,слева,белый,Да
Hyundai,Solaris,5900000,2017,Алматы,седан,1.6,механика,130000,передний привод,слева,белый,Да
Mazda,323,570000,1993,Алматы,хэтчбек,1.6,механика,335000,передний привод,слева,вишня,Да
Hyundai,Sonata,20000000,2022,Алматы,седан,2.5,автомат,18000,передний привод,слева,белый металлик,Да
Volkswagen,Tiguan,12350000,2020,Алматы,кроссовер,2,автомат,63000,передний привод,слева,белый,Да
Nissan,Almera,4800000,2016,Алматы,седан,1.6,автомат,75000,передний привод,слева,серебристый металлик,Да
Audi,80,1450000,1991,Алматы,седан,1.8,механика,,передний привод,слева,,Да
Kia,Sorento,18800000,2023,Алматы,кроссовер,2.5,автомат,20,полный привод,слева,белый металлик,Да
Toyota,Camry,8200000,2002,Алматы,седан,2.4,механика,81000,передний привод,слева,,Да
Geely,Monjaro,21000000,2023,Алматы,кроссовер,2,автомат,,полный привод,слева,голубой,Да
BMW,530,19300000,2018,Алматы,седан,2,автомат,80000,полный привод,слева,черный,Да
Mercedes-Benz,ML 63 AMG,10000000,2007,Алматы,внедорожник,6.3,автомат,,полный привод,слева,,Нет
Audi,A3,2500000,1997,Алматы,хэтчбек,1.8,механика,300000,передний привод,слева,жёлтый металлик,Да
Mitsubishi,RVR,1200000,1994,Алматы,тарга,2,автомат,,передний привод,справа,синий металлик,Да
Toyota,Hilux Surf,6600000,1998,Алматы,внедорожник,2.7,автомат,500000,полный привод,справа,синий металлик,Да
Mercedes-Benz,E 280,3200000,1994,Есик,седан,2.8,автомат,,задний привод,слева,,Да
Toyota,Estima,7950000,2006,Алматы,минивэн,2.4,вариатор,103000,полный привод,справа,серый металлик,Да
Toyota,Windom,2700000,1999,Алматы,седан,2.5,автомат,,передний привод,справа,серебристый металлик,Да
BMW,X5,5700000,2001,Алматы,кроссовер,3,автомат,478000,полный привод,слева,черный,Да
Mitsubishi,Pajero,9200000,2008,Алматы,внедорожник,3,автомат,234000,полный привод,слева,серебристый металлик,Да
Volkswagen,Golf,1650000,1994,Алматы,хэтчбек,1.6,механика,9999,передний привод,слева,черный металлик,Да
Mercedes-Benz,S 320,2700000,1999,Алматы,седан,3.2,автомат,,задний привод,слева,серебристый металлик,Да
Mercedes-Benz,V 250,23999990,2015,Алматы,минивэн,2,автомат,,задний привод,слева,белый,Да
Nissan,Pathfinder,7800000,2006,Алматы,внедорожник,4,автомат,,полный привод,слева,,Да
Zeekr,001,22100000,2022,Алматы,лифтбек,,автомат,4656,полный привод,слева,белый,Да
Toyota,HiAce,15000000,2014,Алматы,микроавтобус,2.7,механика,157000,задний привод,слева,белый,Да
Toyota,Land Cruiser,18200000,2008,Алматы,внедорожник,4.7,автомат,207000,полный привод,слева,белый металлик,Да
Lexus,RX 300,6900000,2002,Алматы,кроссовер,3,автомат,,полный привод,слева,черный,Да
Hyundai,Elantra,8700000,2017,Алматы,седан,2,автомат,115000,передний привод,слева,белый металлик,Да
Audi,100,2500000,1991,Алматы,седан,2,автомат,,передний привод,слева,белый,Да
Mercedes-Benz,C 250,13500000,2015,Алматы,седан,2.1,автомат,,полный привод,слева,синий металлик,Да
Toyota,Camry,4200000,2002,Алматы,седан,2.4,автомат,415636,передний привод,слева,черный металлик,Да
Honda,CR-V,3300000,1996,Алматы,кроссовер,2,автомат,,полный привод,справа,серый,Да
Lexus,RX 450h,11500000,2009,Алматы,кроссовер,3.5,автомат,,передний привод,слева,синий,Да
Hyundai,Elantra,10000000,2021,Алматы,седан,2,автомат,63000,передний привод,слева,серый,Да
