Brand,Name,Price,Year,City,Car case,Volume,Transmission,Mileage,Gear,Steer wheel,Color,Custom clearance
Audi,80,900000,1992,Алматы,седан,2,механика,418551,полный привод,слева,белый,Да
BMW,740,3150000,1995,Алматы,седан,4.4,автомат,384000,задний привод,слева,серый,Да
Toyota,Land Cruiser,23500000,2012,Алматы,внедорожник,4.6,автомат,150000,полный привод,слева,,Да
Toyota,Land Cruiser,37200000,2018,Алматы,внедорожник,4.6,автомат,150000,полный привод,слева,черный металлик,Да
Toyota,Camry,16800000,2022,Алматы,седан,2.5,автомат,5000,передний привод,слева,черный,Да
Mercedes-Benz,S 500,3500000,1999,Алматы,седан,5,автомат,,задний привод,слева,синий,Да
Hyundai,Sonata,15800000,2022,Алматы,седан,2.5,автомат,14900,передний привод,слева,серый металлик,Да
Toyota,Land Cruiser Prado,23500000,2019,Алматы,внедорожник,2.7,автомат,61000,полный привод,слева,белый металлик,Да
Mercedes-Benz,V 250,65000000,2021,Алматы,минивэн,2,автомат,4500,задний привод,слева,черный металлик,Да
Mini,Countryman,8000000,2012,Алматы,кроссовер,1.6,автомат,115000,передний привод,слева,красный,Да
Dodge,Charger,5800000,2006,Алматы,седан,2.7,автомат,102000,задний привод,слева,черный,Да
Toyota,Hilux,11500000,2014,Алматы,пикап,2.5,механика,159200,полный привод,слева,серый,Да
Mercedes-Benz,AMG GT 63,77500000,2019,Алматы,лифтбек,4,робот,51000,полный привод,слева,,Да
Mercedes-Benz,S 320,4000000,1995,Алматы,седан,3.2,автомат,,задний привод,слева,белый металлик,Да
Toyota,Carina E,3000000,1994,Алматы,универсал,2,механика,999999,передний привод,слева,зеленый металлик,Да
BMW,X5,6900000,2003,Алматы,кроссовер,3,автомат,235000,полный привод,слева,белый металлик,Да
Honda,Odyssey,3900000,1997,Алматы,минивэн,2.3,автомат,,полный привод,слева,серебристый металлик,Да
Volkswagen,Golf,1400000,1994,Алматы,хэтчбек,2,автомат,,передний привод,справа,серый,Да
