Brand,Name,Price,Year,City,Car case,Volume,Transmission,Mileage,Gear,Steer wheel,Color,Custom clearance
Toyota,Camry,5750000,2003,Алматы,седан,2.4,автомат,276000,передний привод,слева,синий металлик,Да
Lexus,RX 350,17600000,2019,Алматы,кроссовер,3.5,автомат,39000,передний привод,слева,,Да
Toyota,4Runner,38000000,2022,Алматы,внедорожник,4,автомат,15,полный привод,слева,черный,Да
ВАЗ (Lada),XRAY Cross,8000000,2021,Алматы,хэтчбек,1.8,механика,40000,передний привод,слева,белый металлик,Да
Hyundai,Avante,15500000,2022,Алматы,седан,2,робот,28200,передний привод,слева,голубой,Да
Opel,Vectra,2750000,2002,Алматы,седан,2.2,автомат,300000,передний привод,слева,синий металлик,Да
Nissan,Tiida,5600000,2012,Алматы,седан,1.6,автомат,195950,передний привод,слева,серый металлик,Да
Hyundai,Sonata,8500000,2017,Алматы,седан,2,автомат,250000,передний привод,слева,серебристый металлик,Да
Hyundai,Creta,8700000,2017,Алматы,кроссовер,1.6,автомат,116000,передний привод,слева,бронза металлик,Да
Toyota,Alphard,7450000,2006,Алматы,минивэн,3,автомат,94072,передний привод,справа,белый,Нет
Lexus,RX 300,7000000,2004,Алматы,кроссовер,3,автомат,254000,полный привод,слева,зеленый металлик,Да
Mercedes-Benz,190,600000,1991,Алматы,седан,2,автомат,,задний привод,слева,белый,Да
Mercedes-Benz,S 500,12000000,1993,Алматы,седан,5,автомат,137000,задний привод,слева,золотистый металлик,Да
Lexus,RX 450h,25500000,2019,Алматы,кроссовер,3.5,вариатор,42000,полный привод,слева,черный металлик,Да
Mercedes-Benz,S 500,30600000,2015,Алматы,седан,4.7,автомат,63205,полный привод,слева,черный,Да
Toyota,Camry,4000000,2005,Алматы,седан,2.4,автомат,,передний привод,слева,белый,Да
Toyota,Land Cruiser,36500000,2016,Алматы,внедорожник,4.6,автомат,72000,полный привод,слева,белый,Да
BYD,Han,16700000,2023,Алматы,седан,,автомат,,передний привод,слева,черный,Да
Zeekr,X,17200000,2023,Алматы,кроссовер,,автомат,,полный привод,слева,зеленый,Да
Kia,Sportage,9320000,2015,Алматы,кроссовер,2,автомат,177314,полный привод,слева,серебристый металлик,Да
Hyundai,Elantra,7300000,2014,Алматы,седан,1.8,автомат,140000,передний привод,слева,белый металлик,Да
Kia,Rio,5250000,2014,Алматы,седан,1.6,автомат,174000,передний привод,слева,белый,Да
Land Rover,Range Rover Sport,6000000,2007,Алматы,внедорожник,4.2,автомат,265000,полный привод,слева,черный металлик,Да
Toyota,Camry,6400000,2007,Алматы,седан,2.4,автомат,256000,передний привод,слева,серый металлик,Да
Mercedes-Benz,Viano,21500000,2014,Алматы,минивэн,3.5,автомат,85000,задний привод,слева,черный,Да
Suzuki,Baleno,10500000,2022,Алматы,хэтчбек,1.5,автомат,,передний привод,слева,белый металлик,Да
Toyota,Land Cruiser,12200000,2000,Алматы,внедорожник,4.7,автомат,,полный привод,слева,белый,Да
ВАЗ (Lada),Vesta,4950000,2019,Алматы,седан,1.6,вариатор,115500,передний привод,слева,серый металлик,Да
Hyundai,Porter,12500000,2020,Алматы,пикап,2.5,механика,61000,задний привод,слева,синий металлик,Да
Kia,K8,19200000,2022,Алматы,седан,2.5,автомат,19800,передний привод,слева,черный металлик,Да
Infiniti,QX70,18000000,2017,Алматы,кроссовер,3.7,автомат,152760,полный привод,слева,синий металлик,Да
Lexus,LX 570,49800000,2018,Алматы,внедорожник,5.7,автомат,79000,полный привод,слева,серый металлик,Да
Hyundai,Tucson,14800000,2021,Алматы,кроссовер,2.5,автомат,16150,полный привод,слева,черный,Да
Toyota,Highlander,8500000,2004,Алматы,кроссовер,3.3,автомат,260000,полный привод,слева,,Да
Chevrolet,Onix,8250000,2023,Алматы,седан,1.2,автомат,1,передний привод,слева,серый,Да
Toyota,Land Cruiser Prado,14260000,2012,Алматы,внедорожник,2.7,автомат,225097,полный привод,слева,черный,Да
BMW,i7,95000000,2023,Алматы,седан,,автомат,,полный привод,слева,синий металлик,Да
Hyundai,Elantra,6453000,2023,Алматы,седан,1.5,автомат,15,передний привод,слева,серый,Нет
Toyota,Fortuner,24300000,2022,Алматы,внедорожник,2.7,автомат,3000,полный привод,слева,черный металлик,Да
Hyundai,Elantra,11500000,2021,Алматы,седан,2,автомат,68000,передний привод,слева,серый,Да
Toyota,Camry,10500000,2012,Алматы,седан,2.5,автомат,200000,передний привод,слева,серебристый металлик,Да
Hyundai,Santa Fe,20000000,2021,Алматы,кроссовер,3.5,автомат,32000,полный привод,слева,белый металлик,Да
ВАЗ (Lada),2121 Нива,1500000,2008,Алматы,внедорожник,1.7,механика,250000,полный привод,слева,белый,Да
Rolls-Royce,Phantom,48000000,2007,Алматы,седан,6.7,автомат,34000,задний привод,слева,белый металлик,Да
BMW,328,12200000,2014,Алматы,седан,2,автомат,94872,полный привод,слева,синий,Да
Toyota,Camry,13800000,2017,Алматы,седан,2.5,автомат,222600,передний привод,слева,бордовый металлик,Да
Toyota,Camry,6100000,2007,Алматы,седан,2.4,вариатор,360000,передний привод,слева,серый металлик,Да
Mercedes-Benz,E 320,5600000,2000,Алматы,седан,3.2,автомат,,задний привод,слева,серебристый металлик,Да
Audi,S6,7000000,1995,Алматы,универсал,2.2,механика,,полный привод,слева,серый металлик,Да
Porsche,911,105000000,2022,Алматы,купе,3,робот,1400,полный привод,слева,черный металлик,Да
Li,L9,34783226,2023,Алматы,кроссовер,1.5,автомат,30,полный привод,слева,черный,Нет
ВАЗ (Lada),2121 Нива,1500000,2003,Алматы,внедорожник,1.7,механика,184573,полный привод,слева,белый,Да
Toyota,Estima,5900000,2009,Алматы,минивэн,2.4,вариатор,124000,полный привод,справа,,Нет
Honda,CR-V,5100000,2003,Алматы,кроссовер,2,автомат,,полный привод,слева,,Да
Toyota,4Runner,17500000,2010,Алматы,внедорожник,4,автомат,177000,полный привод,слева,белый,Да
Mercedes-Benz,E 320,2400000,1994,Алматы,седан,3.2,автомат,,задний привод,слева,фиолетовый,Да
JAC,J7,9000000,2023,Алматы,лифтбек,1.5,вариатор,,передний привод,слева,,Да
Toyota,Venza,9000000,2010,Алматы,кроссовер,2.7,автомат,,полный привод,слева,белый металлик,Да
Toyota,Land Cruiser Prado,15000000,2012,Алматы,внедорожник,2.7,автомат,130000,полный привод,слева,белый,Да
