Brand,Name,Price,Year,City,Car case,Volume,Transmission,Mileage,Gear,Steer wheel,Color,Custom clearance
Zeekr,001,23900000,2023,Алматы,лифтбек,,автомат,,полный привод,слева,белый металлик,Да
Ford,Focus,2200000,2006,Алматы,универсал,1.4,механика,,передний привод,слева,,Да
Mercedes-Benz,S 350,8000000,2007,Алматы,седан,3.5,автомат,,полный привод,слева,черный металлик,Да
Lexus,RX 400h,6600000,2005,Алматы,кроссовер,3.3,вариатор,,полный привод,слева,серый металлик,Да
Toyota,Camry,10000000,2019,Алматы,седан,2.5,автомат,,передний привод,слева,черный металлик,Нет
Mazda,626,900000,1995,Чунджа,универсал,2,механика,,передний привод,слева,бордовый,Да
Mitsubishi,Pajero,2800000,1998,Алматы,внедорожник,1.8,автомат,268000,полный привод,справа,белый,Да
Geely,Tugella,17500000,2023,Алматы,кроссовер,2,автомат,9000,полный привод,слева,серый,Да
Toyota,Estima Lucida,2100000,1995,Алматы,минивэн,2.2,автомат,196000,полный привод,справа,синий металлик,Да
Nissan,Qashqai,6700000,2013,Алматы,кроссовер,2,вариатор,170000,полный привод,слева,белый металлик,Да
Hyundai,Accent,6000000,2014,Алматы,седан,1.6,автомат,,передний привод,слева,серый металлик,Да
Lexus,RX 330,8100000,2004,Алматы,кроссовер,3.3,автомат,,полный привод,слева,золотистый металлик,Да
Toyota,Camry,6100000,2003,Алматы,седан,2.4,автомат,,передний привод,слева,серый,Да
Toyota,Camry,9800000,2013,Алматы,седан,2.5,автомат,180000,передний привод,слева,серый,Да
Toyota,Land Cruiser Prado,6800000,1997,Алматы,внедорожник,3,автомат,,полный привод,слева,белый,Да
Tesla,Model Y,29990000,2022,Алматы,кроссовер,,автомат,500,полный привод,слева,,Да
Infiniti,QX56,6400000,2004,Алматы,внедорожник,5.6,автомат,,полный привод,слева,белый,Да
Subaru,Impreza XV,5000000,2010,Алматы,хэтчбек,2,автомат,190,полный привод,слева,серый,Да
Ford,Fiesta,5790000,2017,Алматы,седан,1.6,автомат,54888,передний привод,слева,белый,Да
Hummer,H3,9200000,2006,Алматы,внедорожник,3.7,автомат,257280,полный привод,слева,белый металлик,Да
Mitsubishi,Sigma/Magna,2200000,1995,Алматы,седан,3,автомат,300000,передний привод,слева,серый металлик,Да
Renault,Duster,7350000,2018,Алматы,кроссовер,2,автомат,209121,полный привод,слева,белый,Да
Toyota,Corolla,3473950,2010,Алматы,седан,1.6,механика,,передний привод,слева,,Да
Land Rover,Range Rover,95000000,2021,Алматы,внедорожник,5,автомат,1100,полный привод,слева,черный металлик,Да
Subaru,Impreza,2400000,1994,Алматы,универсал,2,автомат,,полный привод,справа,серебристый,Да
