Brand,Name,Price,Year,City,Car case,Volume,Transmission,Mileage,Gear,Steer wheel,Color,Custom clearance
Lexus,LX 570,18400000,2008,Астана,внедорожник,5.7,автомат,207588,полный привод,слева,черный,Да
Hyundai,Sonata,5200000,2013,Астана,седан,2.4,автомат,147000,передний привод,слева,серебристый металлик,Да
ВАЗ (Lada),Largus,3300000,2018,Астана,универсал,1.6,механика,250000,передний привод,слева,белый металлик,Да
Volkswagen,Polo,4600000,2013,Астана,седан,1.6,автомат,201000,передний привод,слева,черный металлик,Да
ВАЗ (Lada),Vesta,6400000,2021,Астана,универсал,1.6,механика,64000,передний привод,слева,белый металлик,Да
Lexus,GS 300,6080000,2006,Астана,седан,3,автомат,110000,полный привод,слева,серый металлик,Да
BMW,X5,66000000,2023,Астана,кроссовер,3,автомат,,полный привод,слева,,Нет
Nissan,Juke,5490000,2013,Астана,кроссовер,1.6,вариатор,225000,передний привод,слева,белый,Да
Toyota,Land Cruiser,32900000,2017,Астана,внедорожник,4.6,автомат,86000,полный привод,слева,,Да
Hyundai,Accent,7990000,2020,Астана,седан,1.6,автомат,77405,передний привод,слева,,Да
Toyota,Estima,7950000,2010,Астана,минивэн,2.4,вариатор,157000,передний привод,справа,,Да
Mercedes-Benz,E 280,5350000,2001,Астана,седан,2.8,автомат,304000,задний привод,слева,синий металлик,Да
Hyundai,Elantra,10990000,2021,Астана,седан,1.6,автомат,50835,передний привод,слева,,Да
BMW,740,9600000,2009,Астана,седан,3,автомат,,задний привод,слева,серый металлик,Да
ВАЗ (Lada),Priora 2170 (седан),2700000,2013,Астана,седан,1.6,механика,150000,передний привод,слева,белый,Да
Volkswagen,Golf,2200000,1999,Астана,хэтчбек,1.6,механика,330000,передний привод,слева,хамелеон металлик,Да
Infiniti,FX35,7600000,2007,Астана,кроссовер,3.5,автомат,160000,полный привод,слева,черный металлик,Да
ВАЗ (Lada),Priora 2171 (универсал),1550000,2010,Астана,универсал,1.6,механика,340000,передний привод,слева,серебристый,Да
Hyundai,Accent,8300357,2021,Астана,седан,1.6,автомат,51000,передний привод,слева,серый металлик,Да
BMW,525,1700000,1995,Атбасар,седан,2.5,механика,300000,задний привод,слева,черный металлик,Да
Toyota,RAV 4,10650000,2014,Астана,кроссовер,2,вариатор,102000,полный привод,слева,белый,Да
Toyota,Rush,11300000,2021,Астана,кроссовер,1.5,автомат,46000,задний привод,слева,белый металлик,Да
Hyundai,Sonata,6500000,2019,Астана,седан,2.4,автомат,98245,передний привод,слева,белый,Да
Lexus,LX 570,21490000,2011,Астана,внедорожник,5.7,автомат,217045,полный привод,слева,,Да
Mercedes-Benz,S 400,2000000,1993,Астана,седан,4.2,автомат,,задний привод,слева,серый,Да
ВАЗ (Lada),Granta 2190 (седан),3800000,2019,Астана,седан,1.6,автомат,83000,передний привод,слева,,Да
Ravon,Nexia R3,3500000,2017,Астана,седан,1.5,автомат,150000,передний привод,слева,черный,Да
Toyota,Carina E,2200000,1994,Астана,универсал,1.6,механика,,передний привод,слева,,Да
