Brand,Name,Price,Year,City,Car case,Volume,Transmission,Mileage,Gear,Steer wheel,Color,Custom clearance
Hyundai,Tucson,16600000,2022,Алматы,кроссовер,2.5,автомат,9000,полный привод,слева,серебристый,Да
Chevrolet,Cobalt,6300000,2020,Ащибулак,седан,1.5,автомат,49400,передний привод,слева,красный металлик,Да
Kia,Cerato,6950000,2013,Алматы,седан,1.6,автомат,150000,передний привод,слева,белый,Да
Hyundai,Sonata,13200000,2021,Алматы,седан,1.6,автомат,34500,передний привод,слева,,Да
Toyota,Corolla,12350000,2022,Алматы,седан,1.6,вариатор,4000,передний привод,слева,белый,Да
Mitsubishi,Pajero,4500000,1994,Алматы,внедорожник,3,автомат,,полный привод,справа,серый металлик,Да
Toyota,Corolla,12500000,2022,Алматы,седан,1.5,вариатор,10,передний привод,слева,белый металлик,Да
Mercedes-Benz,E 280,4700000,1999,Алматы,седан,2.8,автомат,288000,задний привод,слева,,Да
Lexus,RX 300,6499999,2002,Алматы,кроссовер,3,автомат,,полный привод,слева,серебристый металлик,Да
Land Rover,Range Rover,142000000,2023,Алматы,внедорожник,4.4,автомат,,полный привод,слева,черный металлик,Да
Lexus,LS 460,7500000,2007,Алматы,седан,4.6,автомат,,задний привод,слева,белый металлик,Да
Lifan,X60,4900000,2015,Алматы,кроссовер,1.8,вариатор,57800,передний привод,слева,вишня,Да
Lexus,LX 570,24900000,2011,Алматы,внедорожник,5.7,автомат,183000,полный привод,слева,серый металлик,Да
Lexus,GS 300,8499990,2008,Алматы,седан,3,автомат,201000,задний привод,слева,черный,Да
Hyundai,Santa Fe,21000000,2022,Алматы,кроссовер,3.5,автомат,9000,полный привод,слева,серый металлик,Да
Toyota,Avensis,8600000,2013,Алматы,универсал,2,вариатор,195000,передний привод,слева,серебристый металлик,Да
Volkswagen,Touareg,8300000,2008,Алматы,кроссовер,3,автомат,110000,полный привод,слева,зеленый металлик,Да
BMW,325,5200000,1990,Алматы,кабриолет,2.5,механика,200000,задний привод,слева,,Да
Mitsubishi,L200,8500000,2014,Алматы,пикап,2.5,механика,212247,полный привод,слева,черный,Да
Mitsubishi,Delica,4550000,1995,Алматы,минивэн,2.8,автомат,,полный привод,справа,зеленый,Да
Toyota,Camry,7300000,2007,Алматы,седан,3.5,автомат,482700,передний привод,слева,серебристый металлик,Да
Toyota,Highlander,31000000,2022,Алматы,кроссовер,3.5,автомат,33000,полный привод,слева,белый металлик,Да
Hyundai,Accent,8690000,2020,Алматы,седан,1.6,автомат,97232,передний привод,слева,белый,Да
Hyundai,Tucson,13200000,2020,Алматы,кроссовер,2,автомат,46000,полный привод,слева,черный металлик,Да
Daewoo,Nexia,1400000,2009,Алматы,седан,1.5,механика,,передний привод,слева,белый,Да
Dodge,Charger,14500000,2016,Алматы,седан,3.6,автомат,117117,полный привод,слева,фиолетовый,Да
