Brand,Name,Price,Year,City,Car case,Volume,Transmission,Mileage,Gear,Steer wheel,Color,Custom clearance
Toyota,Corolla,7950000,2015,Алматы,седан,1.6,вариатор,110300,передний привод,слева,белый,Да
Nissan,Primera,650000,1992,Алматы,седан,1.6,механика,,передний привод,слева,синий металлик,Да
Volkswagen,Passat,1500000,2002,Конаев (Капшагай),седан,2,автомат,222000,передний привод,слева,серебристый металлик,Да
Hyundai,Sonata,6000000,2011,Алматы,седан,2,автомат,,передний привод,слева,серый металлик,Да
Hyundai,Sonata,7000000,2015,Алматы,седан,2.4,автомат,120000,передний привод,слева,красный,Нет
SsangYong,Kyron,6000000,2012,Алматы,внедорожник,2.3,автомат,164000,полный привод,слева,белый,Да
Toyota,Corolla,1100000,1993,Алматы,лифтбек,1.3,механика,535353,передний привод,слева,коричневый металлик,Да
Volkswagen,Passat,900000,1992,Алматы,универсал,2,механика,,передний привод,слева,вишня металлик,Да
Audi,A8,5800000,2006,Алматы,седан,4.2,автомат,270000,полный привод,слева,черный,Да
EXEED,LX,13990000,2022,Алматы,кроссовер,1.5,вариатор,13900,передний привод,слева,серый металлик,Да
Zeekr,001,18600000,2023,Алматы,лифтбек,,автомат,,полный привод,слева,белый,Нет
Subaru,Legacy,3800000,2005,Алматы,седан,2.5,автомат,,полный привод,слева,,Да
Chevrolet,Cobalt,4900000,2021,Алматы,седан,1.5,механика,175000,передний привод,слева,белый,Да
Toyota,RAV 4,22500000,2022,Алматы,кроссовер,2,автомат,,полный привод,слева,,Да
Nissan,Patrol,1600000,1989,Алматы,внедорожник,2.8,механика,500,полный привод,слева,красный,Да
Mitsubishi,Delica,1800000,1996,Алматы,минивэн,2.5,автомат,588000,полный привод,справа,синий металлик,Да
Honda,CR-V,2750000,1997,Алматы,кроссовер,2,автомат,,полный привод,справа,серебристый металлик,Да
Toyota,Camry,15500000,2021,Алматы,седан,2.5,автомат,,передний привод,слева,синий металлик,Да
Kia,Morning,7190000,2021,Алматы,хэтчбек,1,автомат,21383,передний привод,слева,белый,Да
Volkswagen,Polo,5300000,2015,Алматы,седан,1.6,автомат,274000,передний привод,слева,,Да
Toyota,Camry Gracia,2850000,1998,Алматы,седан,2.2,автомат,490000,передний привод,слева,серебристый металлик,Да
Toyota,Camry,6850000,2013,Алматы,седан,2.5,автомат,99000,передний привод,слева,черный,Да
