Brand,Name,Price,Year,City,Car case,Volume,Transmission,Mileage,Gear,Steer wheel,Color,Custom clearance
Hyundai,Elantra,5400000,2018,Алматы,седан,2,автомат,,передний привод,слева,синий,Да
BMW,520,1600000,1991,Алматы,седан,2,механика,,задний привод,слева,черный металлик,Да
Hyundai,Sonata,5300000,2010,Алматы,седан,2,автомат,250000,передний привод,слева,,Да
Volkswagen,Passat,2000000,1998,Алматы,седан,1.8,автомат,,передний привод,справа,серебристый,Да
Toyota,Camry,14000000,2020,Чунджа,седан,2.5,автомат,145000,передний привод,слева,черный металлик,Да
Toyota,Camry,10000000,2014,Конаев (Капшагай),седан,2.5,автомат,,передний привод,слева,черный металлик,Да
Lexus,ES 350,17700000,2017,Алматы,седан,3.5,автомат,140000,передний привод,слева,черный,Да
Hyundai,Accent,4500000,2011,Алматы,седан,1.4,механика,123648,передний привод,слева,белый,Да
Toyota,Mark II Qualis,3900000,1998,Конаев (Капшагай),универсал,2.5,автомат,,передний привод,справа,зеленый,Да
Subaru,Outback,3800000,2001,Алматы,универсал,3,автомат,300000,полный привод,слева,бордовый металлик,Да
Nissan,Maxima,750000,1998,Алматы,седан,2.5,механика,200000,передний привод,слева,серый металлик,Нет
Toyota,RAV 4,7400000,2007,Алматы,кроссовер,2.4,автомат,252000,полный привод,слева,черный металлик,Да
Kia,Sportage,13800000,2021,Алматы,кроссовер,2,автомат,15000,полный привод,слева,серебристый металлик,Да
Mercedes-Benz,E 220,1800000,1993,Алматы,седан,2.2,механика,,задний привод,слева,белый,Да
Hyundai,Bayon,9500000,2023,Алматы,кроссовер,1.4,автомат,979,передний привод,слева,черный металлик,Да
Chery,Tiggo 7 Pro,9800000,2023,Алматы,кроссовер,1.5,вариатор,26000,передний привод,слева,серый металлик,Да
Nissan,Skyline,7000000,1994,Алматы,купе,2.5,механика,,задний привод,справа,синий,Да
ВАЗ (Lada),Largus (фургон),3650000,2014,Алматы,фургон,1.6,механика,195000,передний привод,слева,белый,Да
Toyota,Land Cruiser Prado,30000000,2022,Алматы,внедорожник,2.7,автомат,6900,полный привод,слева,белый металлик,Да
