Brand,Name,Price,Year,City,Car case,Volume,Transmission,Mileage,Gear,Steer wheel,Color,Custom clearance
Li,L9,31200000,2023,Астана,кроссовер,1.5,автомат,,полный привод,слева,,Да
ВАЗ (Lada),Granta 2190 (седан),5300000,2021,Астана,седан,1.6,механика,20000,передний привод,слева,серебристый металлик,Да
Mitsubishi,ASX,6250000,2012,Астана,кроссовер,2,автомат,225172,полный привод,слева,белый,Да
Mercedes-Benz,C 200,3300000,2002,Астана,седан,2,автомат,310000,задний привод,слева,черный металлик,Да
Mitsubishi,Outlander,13700000,2022,Кокшетау,кроссовер,2,вариатор,,полный привод,слева,белый,Да
Honda,Accord,4450000,2003,Астана,седан,2.4,автомат,313000,передний привод,слева,серебристый металлик,Да
Mitsubishi,Space Wagon,2500000,1996,Астана,минивэн,2.4,механика,360800,полный привод,слева,серебристый металлик,Да
Mitsubishi,Outlander,4850000,2006,Щучинск,кроссовер,2.4,автомат,180000,полный привод,слева,зеленый металлик,Да
Mitsubishi,Outlander,8300000,2008,Астана,кроссовер,3,автомат,157000,полный привод,слева,черный металлик,Да
ГАЗ,ГАЗель,6200000,2013,Державинск,пикап,2.9,механика,300000,задний привод,слева,,Да
Volkswagen,Vento,1700000,1996,Кокшетау,седан,1.8,механика,,передний привод,слева,синий,Да
Toyota,Land Cruiser,25000000,2013,Астана,внедорожник,4,автомат,135000,полный привод,слева,белый,Да
BMW,520,1600000,1990,Астана,седан,2,механика,555,задний привод,слева,серый,Да
ВАЗ (Lada),Vesta,6000000,2020,Астана,седан,1.6,механика,80000,передний привод,слева,,Да
Chevrolet,Niva,3300000,2013,Астана,внедорожник,1.7,механика,255630,полный привод,слева,серебристый,Да
Hyundai,Sonata,7250000,2011,Астана,седан,2.4,автомат,175381,передний привод,слева,серебристый металлик,Да
Nissan,Primera,2000000,1999,Астана,седан,2,механика,,передний привод,слева,серебристый металлик,Да
Mitsubishi,Outlander,2000000,2007,Астана,кроссовер,2.4,автомат,320000,полный привод,слева,серебристый металлик,Да
ВАЗ (Lada),Priora 2170 (седан),2222330,2012,Астана,седан,1.6,механика,300000,передний привод,слева,серебристый,Да
Hyundai,Sonata,4000000,2015,Астана,седан,2,автомат,120000,передний привод,слева,серебристый металлик,Нет
Toyota,RAV 4,22500000,2022,Астана,кроссовер,2,вариатор,12000,полный привод,слева,черный,Да
ГАЗ,ГАЗель,7000000,2005,Кокшетау,фургон,2.9,механика,,задний привод,слева,белый,Да
Volkswagen,Polo,2982715,2013,Астана,седан,1.6,автомат,,передний привод,слева,,Да
ВАЗ (Lada),2114 (хэтчбек),1700000,2013,Астана,хэтчбек,1.6,механика,180993,передний привод,слева,черный,Да
Toyota,RAV 4,9990000,2014,Астана,кроссовер,2,автомат,248187,полный привод,слева,черный,Да
ВАЗ (Lada),Granta 2190 (седан),3000000,2014,Астана,седан,1.6,механика,,передний привод,слева,,Да
Chevrolet,Cobalt,4590000,2021,Астана,седан,1.5,механика,128383,передний привод,слева,белый,Да
Mitsubishi,Outlander,4100000,2003,Астана,кроссовер,2.4,автомат,245,полный привод,слева,зеленый металлик,Да
Hongqi,E-HS9,60000000,2022,Астана,кроссовер,,автомат,,полный привод,слева,белый металлик,Да
BMW,320,1150000,1993,Астана,седан,2,механика,250000,задний привод,слева,черный,Да
Volkswagen,Passat,800000,1993,Астана,седан,1.8,механика,,передний привод,слева,,Да
Kia,Sportage,13500000,2021,Астана,кроссовер,2.4,автомат,20700,полный привод,слева,серебристый металлик,Да
Lexus,ES 300h,27000000,2021,Астана,седан,2.5,вариатор,37000,передний привод,слева,белый металлик,Да
ВАЗ (Lada),Priora 2170 (седан),3250000,2017,Кокшетау,седан,1.6,механика,118000,передний привод,слева,черный,Да
Toyota,Land Cruiser,18500000,2011,Астана,внедорожник,4.7,автомат,385000,полный привод,слева,черный металлик,Да
Hyundai,Elantra,7200000,2014,Астана,седан,1.6,автомат,104000,передний привод,слева,белый,Да
Land Rover,Range Rover,26000000,2013,Астана,внедорожник,4.4,автомат,191000,полный привод,слева,бордовый,Да
Kia,K7,8700000,2016,Астана,седан,2.4,автомат,157000,передний привод,слева,черный металлик,Да
Hongqi,E-HS9,67000000,2023,Астана,кроссовер,,автомат,,полный привод,слева,серебристый металлик,Да
Kia,K8,23000000,2021,Астана,седан,2.5,автомат,9000,передний привод,слева,синий металлик,Да
Volkswagen,Golf,3700000,2007,Астана,хэтчбек,2,механика,321000,передний привод,слева,белый,Да
Mercedes-Benz,Sprinter,8200000,2008,Астана,фургон,2.2,механика,250000,задний привод,слева,белый,Нет
Jaguar,F-Pace,45990000,2022,Астана,кроссовер,2,автомат,,полный привод,слева,красный металлик,Да
Toyota,FJ Cruiser,12900000,2007,Астана,внедорожник,4,автомат,156000,полный привод,слева,серебристый металлик,Да
Land Rover,Defender,64605000,2023,Астана,внедорожник,3,автомат,,полный привод,слева,,Да
Toyota,Camry,13800000,2018,Астана,седан,2.5,автомат,196000,передний привод,слева,черный металлик,Да
Hyundai,Tucson,17500000,2021,Астана,кроссовер,2.5,автомат,,полный привод,слева,белый,Да
Tesla,Model 3,16800000,2023,Астана,седан,,автомат,10,задний привод,слева,белый,Нет
Lexus,ES 250,26900000,2022,Астана,седан,2.5,автомат,25000,передний привод,слева,черный,Да
ВАЗ (Lada),Granta 2190 (седан),3700000,2018,Астана,седан,1.6,механика,170000,передний привод,слева,коричневый металлик,Да
Skoda,Octavia,2900000,2008,Астана,лифтбек,1.6,механика,241123,передний привод,слева,белый металлик,Да
Subaru,Forester,16000000,2019,Астана,кроссовер,2.5,вариатор,57000,полный привод,слева,белый металлик,Да
ВАЗ (Lada),2114 (хэтчбек),2980000,2013,Астана,хэтчбек,1.6,механика,79000,передний привод,слева,черный металлик,Да
Tesla,Model Y,22200000,2023,Астана,кроссовер,,автомат,10,полный привод,слева,белый,Нет
Lexus,RX 300,3441900,2001,Астана,кроссовер,3,автомат,,полный привод,слева,,Да
Toyota,Camry,10950000,2015,Астана,седан,2.5,автомат,179346,передний привод,слева,,Да
Renault,Duster,8100000,2018,Астана,кроссовер,2,механика,97000,полный привод,слева,серебристый металлик,Да
Mercedes-Benz,E 280,6500000,2006,Кокшетау,седан,3,автомат,220000,задний привод,слева,черный металлик,Да
Kia,Rio,5200000,2014,Астана,седан,1.4,механика,179000,передний привод,слева,белый,Да
SsangYong,Rexton,3500000,2006,Астана,внедорожник,2.7,автомат,300000,полный привод,слева,фиолетовый металлик,Да
Volkswagen,Golf,2400000,1996,Астана,хэтчбек,1.8,автомат,376717,передний привод,слева,серый,Да
Hyundai,Sonata,8300000,2016,Астана,седан,2.4,автомат,90000,передний привод,слева,серебристый металлик,Да
Hyundai,Creta,11300000,2021,Астана,кроссовер,1.6,автомат,22000,передний привод,слева,серебристый металлик,Да
Toyota,Land Cruiser,15990000,2010,Кокшетау,внедорожник,4.7,автомат,249655,полный привод,слева,белый,Да
Nissan,Cefiro,2800000,1996,Астана,седан,2,автомат,585000,передний привод,справа,серый,Да
Suzuki,Baleno,9700000,2023,Астана,хэтчбек,1.5,автомат,1200,передний привод,слева,серый металлик,Да
Skoda,Superb,7100000,2013,Астана,универсал,1.8,робот,190000,передний привод,слева,серебристый металлик,Да
Land Rover,Range Rover Sport,40000000,2018,Астана,внедорожник,3,автомат,71000,полный привод,слева,белый,Да
Audi,80,1100000,1991,Кокшетау,седан,1.8,механика,,передний привод,слева,,Да
ВАЗ (Lada),Largus,3500000,2014,Астана,универсал,1.6,механика,274800,передний привод,слева,серебристый металлик,Да
Nissan,Almera,2980000,2014,Астана,седан,1.6,механика,351673,передний привод,слева,белый,Да
ВАЗ (Lada),2113 (хэтчбек),1640000,2013,Астана,хэтчбек,1.6,механика,,передний привод,слева,белый,Да
Toyota,Camry,15200000,2019,Астана,седан,2.5,автомат,,передний привод,слева,черный,Да
Subaru,Forester,3900000,2004,Астана,кроссовер,2,автомат,250000,полный привод,справа,синий,Да
Mercedes-Benz,G 300,10000000,1992,Астана,внедорожник,3,автомат,,полный привод,слева,черный,Да
Toyota,RAV 4,10000000,2014,Астана,кроссовер,2,вариатор,,передний привод,слева,белый,Да
Toyota,Avalon,3871700,2006,Астана,седан,3.5,автомат,,передний привод,слева,,Да
Toyota,Camry,2300000,1996,Астана,седан,3,автомат,,передний привод,слева,красный,Да
Mazda,626,2200000,1997,Кокшетау,лифтбек,2,механика,370000,передний привод,слева,серебристый,Да
Toyota,Land Cruiser Prado,17500000,2013,Кокшетау,внедорожник,2.7,автомат,200000,полный привод,слева,серый металлик,Да
Mercedes-Benz,C 200,4200000,2001,Астана,седан,2,автомат,247000,задний привод,слева,серебристый металлик,Да
Mitsubishi,Galant,1800000,1997,Астана,седан,2,автомат,,передний привод,справа,белый металлик,Да
Lexus,ES 300,3000000,1995,Астана,седан,3,автомат,218000,передний привод,слева,зеленый металлик,Да
Hyundai,Elantra,10600000,2023,Астана,седан,1.5,вариатор,,передний привод,слева,зеленый,Да
BMW,520,2720000,1997,Косшы,седан,2,механика,,задний привод,слева,синий,Да
BMW,520,27000000,2020,Астана,седан,2,автомат,,задний привод,слева,,Да
Toyota,Land Cruiser,26000000,2013,Кокшетау,внедорожник,4.6,автомат,117000,полный привод,слева,черный,Да
Audi,A6,2700000,1994,Макинск,седан,2,механика,300000,передний привод,слева,,Да
ГАЗ,ГАЗель,1000000,1997,Астана,пикап,2.4,механика,248089,задний привод,слева,белый,Нет
BMW,328,2400000,1995,Астана,седан,2.8,механика,,задний привод,слева,фиолетовый металлик,Да
Nissan,Teana,6000000,2010,Астана,седан,2.5,вариатор,310000,передний привод,слева,черный металлик,Да
Toyota,Camry,11300000,2013,Алматы,седан,3.5,автомат,300000,передний привод,слева,черный металлик,Да
Mercedes-Benz,S 300,1400000,1992,Астана,седан,2.8,автомат,,задний привод,слева,,Да
Toyota,Hilux,19000000,2020,Астана,пикап,2.4,механика,30000,полный привод,слева,белый,Да
Kia,Rio,9200000,2021,Астана,седан,1.6,автомат,46250,передний привод,слева,черный металлик,Да
Nissan,Altima,2000000,2002,Астана,седан,2.5,автомат,,передний привод,слева,серебристый,Да
Toyota,Land Cruiser,8800000,1997,Астана,внедорожник,4.2,механика,,полный привод,слева,черный,Да
Nissan,Primera,3300000,2003,Кокшетау,лифтбек,2,вариатор,275000,передний привод,слева,серый,Да
Mercedes-Benz,E 240,5000000,2004,Астана,седан,2.6,механика,240000,задний привод,слева,черный металлик,Да
Hyundai,Santa Fe,8000000,2008,Кокшетау,кроссовер,3.3,автомат,250000,полный привод,слева,серый металлик,Да
Toyota,Land Cruiser,45000000,2018,Астана,внедорожник,4.6,автомат,68000,полный привод,слева,черный металлик,Да
Hyundai,Sonata,4000000,2007,Астана,седан,2,автомат,,передний привод,слева,серебристый металлик,Да
Mercedes-Benz,E 320,2800000,1993,Астана,седан,3.2,автомат,,задний привод,слева,черный,Да
Mercedes-Benz,E 200,1800000,1994,Кокшетау,седан,2,механика,,задний привод,слева,синий,Да
Volvo,440,650000,1992,Кокшетау,хэтчбек,1.7,механика,,передний привод,слева,красный,Да
ВАЗ (Lada),2109 (хэтчбек),500000,2001,Астана,хэтчбек,1.5,механика,100000,передний привод,слева,зеленый металлик,Нет
BYD,Tang,17200000,2023,Астана,кроссовер,,автомат,,передний привод,слева,серебристый металлик,Нет
Daewoo,Nexia,850000,2005,Астана,седан,1.6,механика,264000,передний привод,слева,серебристый,Да
Opel,Crossland X,14390000,2023,Астана,кроссовер,1.2,автомат,,передний привод,слева,красный металлик,Да
Audi,A6,2350000,1994,Кокшетау,седан,2.6,механика,222222,передний привод,слева,синий металлик,Да
Nissan,Pathfinder,7000000,2007,Степняк,внедорожник,4,автомат,,полный привод,слева,черный,Да
ВАЗ (Lada),Granta 2190 (седан),3100000,2018,Астана,седан,1.6,механика,126500,передний привод,слева,синий,Да
Chevrolet,Cruze,5800000,2013,Астана,универсал,1.8,автомат,135000,передний привод,слева,серый металлик,Да
Toyota,Camry,10450000,2012,Астана,седан,2.5,автомат,223000,передний привод,слева,черный,Да
Toyota,Corolla,2000000,1993,Кокшетау,хэтчбек,1.3,механика,395,передний привод,слева,серый,Да
Kia,Rio,9100000,2021,Астана,седан,1.6,автомат,49000,передний привод,слева,,Да
Audi,A8,8500000,2007,Астана,седан,6,автомат,180000,полный привод,слева,белый металлик,Да
Mercedes-Benz,E 200,1600000,1990,Астана,седан,2,механика,300000,задний привод,слева,черный металлик,Да
BMW,530,4200000,2001,Астана,седан,3,автомат,,задний привод,слева,черный металлик,Да
Lifan,X50,1700000,2017,Астана,хэтчбек,1.5,механика,,передний привод,слева,,Да
Volkswagen,Jetta,5500000,2013,Астана,седан,2,автомат,180000,передний привод,слева,коричневый металлик,Да
Subaru,Outback,1800000,1998,Астана,универсал,2.5,механика,329000,полный привод,слева,зеленый,Да
Mercedes-Benz,E 200,4500000,1997,Астана,седан,2,механика,289523,задний привод,слева,серебристый металлик,Да
Toyota,HiAce,3500000,2007,Астана,микроавтобус,2.5,механика,500000,задний привод,слева,белый,Да
Hyundai,Grace,1000000,1997,Астана,минивэн,2.4,механика,500000,задний привод,слева,,Да
Kia,Rio,8200000,2020,Астана,седан,1.6,автомат,29000,передний привод,слева,,Да
ВАЗ (Lada),Priora 2172 (хэтчбек),2300000,2012,Астана,хэтчбек,1.6,механика,,передний привод,слева,серый,Да
Honda,CR-V,3950000,2002,Кокшетау,кроссовер,2.4,автомат,240083,полный привод,слева,серебристый,Да
Opel,Vectra,1450000,1995,Астана,седан,1.6,механика,,передний привод,слева,,Да
Volkswagen,Caravelle,3000000,1992,Кокшетау,минивэн,2.4,механика,381000,передний привод,слева,бордовый,Да
Hyundai,Accent,3470000,2013,Астана,седан,1.4,механика,,передний привод,слева,,Да
Kia,Carnival,25000000,2021,Астана,минивэн,3.5,автомат,19000,передний привод,слева,белый,Да
Mercedes-Benz,E 350,5700000,2007,Астана,седан,3.5,автомат,21542,полный привод,слева,серебристый,Да
Chevrolet,Nexia,5500000,2022,Астана,седан,1.5,механика,,передний привод,слева,черный металлик,Да
Lexus,LX 470,10500000,2005,Астана,внедорожник,4.7,автомат,478000,полный привод,слева,черный металлик,Да
Toyota,Camry Gracia,3800000,1997,Астана,седан,2.2,автомат,290000,передний привод,справа,белый металлик,Да
Mazda,323,1400000,1990,Кокшетау,хэтчбек,1.6,механика,,передний привод,слева,белый,Да
Toyota,Camry,6150000,2006,Астана,седан,2.4,автомат,237000,передний привод,слева,серый,Да
ВАЗ (Lada),2121 Нива,4200000,2017,Астана,внедорожник,1.7,механика,86000,полный привод,слева,белый,Да
Volkswagen,Transporter,2600000,1990,Астана,минивэн,1.9,механика,250000,передний привод,слева,белый,Да
Lexus,LX 570,21500000,2008,Астана,внедорожник,5.7,автомат,198500,полный привод,слева,черный,Да
Mitsubishi,Chariot,1400000,1996,Астана,минивэн,2,автомат,355000,передний привод,справа,,Да
Mercedes-Benz,190,1300000,1992,Кокшетау,седан,2,механика,,задний привод,слева,коричневый металлик,Да
Toyota,Land Cruiser,8900000,2004,Астана,внедорожник,4.7,автомат,255000,полный привод,слева,белый,Да
Toyota,Land Cruiser,22150000,2014,Астана,внедорожник,4.6,автомат,350000,полный привод,слева,черный,Да
Nissan,Patrol,11400000,2011,Астана,внедорожник,5.6,автомат,341000,полный привод,слева,серый,Да
Nissan,Patrol,12800000,2013,Астана,внедорожник,5.6,автомат,212000,полный привод,слева,,Да
Toyota,Land Cruiser 70,18000000,2010,Астана,внедорожник,4,автомат,33000,полный привод,слева,белый,Да
Toyota,Land Cruiser 70,18800000,2012,Астана,внедорожник,4,автомат,369000,полный привод,слева,черный,Да
Lexus,LX 470,10900000,2006,Астана,внедорожник,4.7,автомат,337000,полный привод,слева,черный,Да
Porsche,Panamera,25600000,2010,Астана,лифтбек,4.8,робот,,задний привод,слева,синий металлик,Да
Kia,Sportage,18600000,2022,Астана,кроссовер,2.5,автомат,19000,полный привод,слева,серый металлик,Да
Zeekr,X,13498399,2023,Астана,кроссовер,,автомат,10,задний привод,слева,бирюзовый,Нет
ВАЗ (Lada),2103,800000,1975,Аршалы,седан,1.5,механика,,задний привод,слева,фиолетовый металлик,Да
Mercedes-Benz,C 200,1400000,1994,Астана,седан,2,механика,,задний привод,слева,белый металлик,Да
ВАЗ (Lada),2114 (хэтчбек),300000,2009,Астана,хэтчбек,1.5,механика,,передний привод,слева,черный,Нет
Toyota,RAV 4,20890000,2023,Астана,кроссовер,2,вариатор,,полный привод,слева,синий металлик,Да
Kia,Sorento,7500000,2012,Астана,кроссовер,2.4,автомат,205824,полный привод,слева,,Да
Nissan,Note,3500000,2006,Кокшетау,хэтчбек,1.6,механика,234000,передний привод,слева,синий,Да
ВАЗ (Lada),2114 (хэтчбек),2300000,2013,Астана,хэтчбек,1.5,механика,160000,передний привод,слева,черный,Да
Lexus,GX 470,11500000,2003,Астана,внедорожник,4.7,автомат,300946,полный привод,слева,серебристый,Да
Nissan,Almera,1300000,1996,Астана,седан,1.6,автомат,,передний привод,слева,черный,Да
ВАЗ (Lada),21099 (седан),350000,2006,Шортанды,седан,1.5,механика,600000,передний привод,слева,зеленый металлик,Нет
