Brand,Name,Price,Year,City,Car case,Volume,Transmission,Mileage,Gear,Steer wheel,Color,Custom clearance
BMW,X7,60000000,2020,Алматы,кроссовер,3,автомат,34500,полный привод,слева,серый металлик,Да
Zeekr,001,22290000,2021,Алматы,лифтбек,,автомат,30000,полный привод,слева,фиолетовый,Да
Kia,Optima,9700000,2017,Алматы,седан,2.4,автомат,130000,передний привод,слева,серебристый,Да
Toyota,Camry,11700000,2015,Каскелен,седан,2.5,вариатор,157300,передний привод,слева,черный металлик,Да
ГАЗ,ГАЗель,6000000,2007,Алматы,пикап,2.9,механика,,задний привод,слева,фиолетовый металлик,Да
Volkswagen,ID.6,19990000,2023,Алматы,кроссовер,,автомат,50,полный привод,слева,синий металлик,Да
Kia,K5,16500000,2020,Алматы,седан,2,автомат,,передний привод,слева,белый металлик,Да
Kia,K5,15400000,2021,Алматы,седан,1.6,автомат,21000,передний привод,слева,серый металлик,Да
Kia,K5,11300000,2018,Алматы,седан,2,автомат,,передний привод,слева,хамелеон металлик,Да
BMW,530,32000000,2022,Алматы,седан,2,автомат,14000,задний привод,слева,белый,Да
Toyota,Camry,15500000,2019,Алматы,седан,2.5,автомат,55054,передний привод,слева,черный металлик,Да
Kia,Sportage,15200000,2021,Алматы,кроссовер,2.4,автомат,60000,полный привод,слева,белый,Да
Toyota,Camry,21700000,2021,Алматы,седан,2.5,автомат,35000,передний привод,слева,синий,Да
Subaru,Forester,9800000,2013,Алматы,кроссовер,2.5,вариатор,200000,полный привод,слева,белый,Да
BMW,440,38000000,2021,Алматы,купе,3,автомат,39000,полный привод,слева,черный металлик,Да
EXEED,TXL,17700000,2023,Алматы,кроссовер,2,автомат,13,полный привод,слева,,Да
Hyundai,Sonata,15300000,2021,Алматы,седан,2.5,автомат,38000,передний привод,слева,серый,Да
Volkswagen,Tiguan,13800000,2022,Алматы,кроссовер,1.4,робот,,передний привод,слева,,Да
Subaru,Legacy,4700000,2007,Алматы,седан,2,автомат,,полный привод,слева,черный металлик,Да
Lexus,GS 200t,19000000,2017,Алматы,седан,2,автомат,130000,задний привод,слева,черный металлик,Да
Hyundai,Sonata,7100000,2020,Алматы,седан,2,автомат,63000,передний привод,слева,серый металлик,Нет
Mercedes-Benz,E 230,2500000,1990,Алматы,седан,2.3,автомат,220000,задний привод,слева,синий металлик,Да
Mercedes-Benz,GLE 450,89500000,2023,Алматы,кроссовер,3,автомат,,полный привод,слева,черный металлик,Да
Lexus,RX 350,16300000,2014,Алматы,кроссовер,3.5,автомат,199000,полный привод,слева,белый металлик,Да
