Brand,Name,Price,Year,City,Car case,Volume,Transmission,Mileage,Gear,Steer wheel,Color,Custom clearance
BMW,X5,39500000,2020,Астана,кроссовер,3,автомат,100000,полный привод,слева,черный,Да
Nissan,Almera Classic,3300000,2007,Кокшетау,седан,1.6,механика,,передний привод,слева,серебристый металлик,Да
Peugeot,3008,4000000,2010,Кокшетау,кроссовер,1.6,автомат,180000,передний привод,слева,черный,Да
ВАЗ (Lada),2114 (хэтчбек),600000,2003,Астана,хэтчбек,1.5,механика,475000,передний привод,слева,серебристый,Да
Toyota,Camry,15900000,2019,Астана,седан,2.5,автомат,79790,передний привод,слева,черный металлик,Да
Ford,Expedition,47000000,2021,Астана,внедорожник,3.5,автомат,26000,полный привод,слева,белый,Да
Nissan,Qashqai,7500000,2018,Астана,кроссовер,2,вариатор,120000,полный привод,слева,синий,Да
Peugeot,Partner,4100000,2012,Астана,минивэн,1.6,механика,165000,передний привод,слева,белый,Да
Toyota,Camry,8500000,2012,Астана,седан,2.5,автомат,160000,передний привод,слева,золотистый металлик,Да
Mitsubishi,Outlander,11200000,2016,Астана,кроссовер,2.4,вариатор,78000,полный привод,слева,серебристый металлик,Да
Chevrolet,Nexia,4980000,2021,Астана,седан,1.5,автомат,99000,передний привод,слева,серебристый металлик,Да
ВАЗ (Lada),21099 (седан),850000,2002,Астана,седан,1.5,механика,,передний привод,слева,серебристый,Да
Mercedes-Benz,E 200,2400000,1993,Кокшетау,седан,2,механика,400000,задний привод,слева,синий металлик,Да
Suzuki,Vitara,7500000,2015,Астана,кроссовер,1.6,автомат,133000,передний привод,слева,серый,Да
Hyundai,Accent,5500000,2014,Астана,седан,1.6,механика,84000,передний привод,слева,,Да
Lexus,LX 470,8600000,2001,Астана,внедорожник,4.7,автомат,,полный привод,слева,черный,Да
Chevrolet,Cobalt,7100000,2022,Астана,седан,1.5,автомат,7000,передний привод,слева,серый металлик,Да
Kia,K5,14500000,2022,Астана,седан,1.6,автомат,8000,передний привод,слева,,Да
Land Rover,Discovery,6000000,2003,Астана,внедорожник,4,автомат,230000,полный привод,слева,серебристый металлик,Да
Audi,A3,1350000,1998,Астана,хэтчбек,1.8,механика,,передний привод,слева,,Да
ВАЗ (Lada),2121 Нива,1000000,2006,Кокшетау,внедорожник,1.7,механика,222222,полный привод,слева,белый,Да
Nissan,Primera,1200000,2001,Кокшетау,лифтбек,1.6,механика,,передний привод,слева,,Да
Toyota,Land Cruiser,21000000,2012,Астана,внедорожник,4.6,автомат,160000,полный привод,слева,белый металлик,Да
ВАЗ (Lada),Vesta,6100000,2021,Кокшетау,седан,1.6,механика,38751,передний привод,слева,синий,Да
Toyota,Corolla,6800000,2013,Астана,седан,1.8,вариатор,222000,передний привод,слева,белый,Да
Toyota,Camry,1130000,1993,Кокшетау,седан,2,автомат,,передний привод,справа,серебристый металлик,Нет
Volkswagen,Touareg,5200000,2004,Астана,кроссовер,3.2,автомат,,полный привод,слева,серый металлик,Да
Volkswagen,Golf,2200000,1994,Астана,хэтчбек,1.8,автомат,,передний привод,слева,красный,Да
Mazda,6,9834347,2015,Астана,седан,2,автомат,53500,передний привод,слева,синий металлик,Да
ВАЗ (Lada),Priora 2171 (универсал),2500000,2013,Астана,универсал,1.6,механика,,передний привод,слева,белый,Да
ИЖ,2717,2850000,2006,Астана,пикап,1.7,механика,88657,задний привод,слева,синий,Да
Toyota,Land Cruiser Prado,23270000,2019,Кокшетау,внедорожник,2.7,автомат,74709,полный привод,слева,черный,Да
BMW,520,1500000,1993,Астана,седан,2,механика,,задний привод,слева,синий металлик,Да
Lexus,LX 570,47700000,2018,Астана,внедорожник,5.7,автомат,66120,полный привод,слева,черный,Да
Subaru,Legacy,8500000,2013,Атбасар,седан,2.5,вариатор,176000,полный привод,слева,белый,Да
Renault,Megane,2000000,2003,Астана,седан,1.4,механика,156000,передний привод,слева,зеленый металлик,Да
ГАЗ,ГАЗель,2800000,2004,Астана,пикап,2.9,механика,,задний привод,слева,белый,Да
Mitsubishi,Pajero,8000000,2007,Астана,внедорожник,3,автомат,222000,полный привод,слева,серебристый металлик,Да
Volkswagen,Vento,2500000,1994,Петропавловск,седан,1.8,автомат,230000,передний привод,слева,голубой металлик,Да
ВАЗ (Lada),Priora 2170 (седан),1800000,2011,Астана,седан,1.6,механика,,передний привод,слева,черный металлик,Да
Lexus,LX 570,40500000,2015,Астана,внедорожник,5.7,автомат,100100,полный привод,слева,черный металлик,Да
BMW,520,11500000,2014,Астана,седан,2,автомат,96000,задний привод,слева,,Да
Toyota,Camry,6600000,2009,Астана,седан,2.4,автомат,,передний привод,слева,серебристый металлик,Да
Lexus,LS 460,13000000,2010,Астана,седан,4.6,автомат,165000,полный привод,слева,черный,Да
Nissan,Terrano,7100000,2015,Астана,кроссовер,2,автомат,120000,передний привод,слева,белый,Да
Jeep,Compass,8500000,2014,Астана,кроссовер,2.4,автомат,130000,полный привод,слева,белый,Да
Toyota,Alphard,11500000,2008,Астана,минивэн,2.4,автомат,200000,передний привод,слева,белый,Да
Toyota,Vellfire,11500000,2008,Астана,минивэн,2.4,автомат,200000,передний привод,слева,белый,Да
ВАЗ (Lada),Granta 2190 (седан),3500000,2014,Кокшетау,седан,1.6,механика,158000,передний привод,слева,белый,Нет
Isuzu,Trooper,5200000,2001,Астана,внедорожник,3.1,механика,90000,полный привод,слева,бежевый металлик,Да
Renault,Laguna,1500000,2002,Астана,универсал,1.9,механика,310000,передний привод,слева,,Да
ВАЗ (Lada),2114 (хэтчбек),800000,2004,Астана,хэтчбек,1.5,механика,,передний привод,слева,синий металлик,Да
Renault,Duster,12500000,2021,Астана,кроссовер,1.3,вариатор,4800,полный привод,слева,серебристый,Да
Peugeot,301,4600000,2013,Астана,седан,1.6,механика,80000,передний привод,слева,серебристый металлик,Да
Skoda,Rapid,3650000,2013,Астана,лифтбек,1.6,механика,201300,передний привод,слева,серебристый,Да
Mercedes-Benz,C 180,4700000,2010,Астана,седан,1.8,автомат,316000,задний привод,слева,черный,Да
Lexus,GS 300,6200000,2005,Астана,седан,3,автомат,220000,полный привод,слева,серебристый металлик,Да
Haval,M6,10250000,2023,Астана,кроссовер,1.5,робот,5900,передний привод,слева,черный,Да
ВАЗ (Lada),2107,600000,2001,Атбасар,седан,1.6,механика,,задний привод,слева,,Да
Toyota,Urban Cruiser,5500000,2011,Астана,хэтчбек,1.8,автомат,,передний привод,слева,коричневый металлик,Да
Volkswagen,Passat,1850000,1995,Астана,универсал,1.8,механика,370229,передний привод,слева,красный,Да
Ravon,Nexia R3,5800000,2019,Астана,седан,1.5,механика,48000,передний привод,слева,,Да
