Brand,Name,Price,Year,City,Car case,Volume,Transmission,Mileage,Gear,Steer wheel,Color,Custom clearance
Hyundai,Accent,7600000,2017,Усть-Каменогорск,седан,1.6,автомат,92000,передний привод,слева,,Да
Kia,Sportage,11500000,2017,Усть-Каменогорск,кроссовер,2,автомат,64950,полный привод,слева,,Да
Nissan,Pulsar,1400000,1995,Риддер,седан,1.5,автомат,,полный привод,справа,белый,Да
Ford,Expedition,36200000,2018,Усть-Каменогорск,внедорожник,3.5,автомат,83000,полный привод,слева,,Да
Mazda,626,1350000,1993,Усть-Каменогорск,лифтбек,2,механика,,передний привод,слева,белый металлик,Да
Toyota,Carina ED,2200000,1994,Усть-Каменогорск,седан,2,автомат,,передний привод,справа,белый,Да
Suzuki,XL7,4200000,2002,Усть-Каменогорск,внедорожник,2.7,автомат,222389,полный привод,слева,жёлтый металлик,Да
ВАЗ (Lada),Priora 2170 (седан),2500000,2011,Усть-Каменогорск,седан,1.6,механика,120000,передний привод,слева,серебристый металлик,Да
Nissan,Maxima,1000000,1995,Алтай,седан,3,механика,300000,передний привод,слева,черный,Да
Audi,80,1250000,1991,Усть-Каменогорск,седан,1.8,механика,222222,передний привод,слева,синий металлик,Да
Toyota,Land Cruiser Prado,15555555,2010,Усть-Каменогорск,внедорожник,2.7,автомат,,полный привод,слева,серый металлик,Да
Toyota,Camry,100000,2000,Усть-Каменогорск,седан,2.2,механика,200000,передний привод,слева,белый,Да
Mitsubishi,L200,5000000,2007,Усть-Каменогорск,пикап,2.5,механика,,полный привод,слева,,Да
ВАЗ (Lada),Priora 2170 (седан),2222222,2013,Усть-Каменогорск,седан,1.6,механика,,передний привод,слева,черный,Да
Toyota,Windom,1800000,1995,Усть-Каменогорск,седан,2.5,автомат,200000,передний привод,справа,белый металлик,Да
Mitsubishi,Delica,6500000,1997,Усть-Каменогорск,минивэн,3,автомат,,полный привод,справа,черный металлик,Да
Toyota,Land Cruiser 70,25950000,2017,Усть-Каменогорск,внедорожник,4,механика,24700,полный привод,слева,белый,Да
Toyota,Land Cruiser Prado,7600000,2005,Усть-Каменогорск,внедорожник,3,автомат,240000,полный привод,слева,,Да
Subaru,Forester,12000000,2017,Усть-Каменогорск,кроссовер,2.5,вариатор,,полный привод,слева,,Да
Toyota,Sequoia,60500000,2021,Усть-Каменогорск,внедорожник,3.5,автомат,,полный привод,слева,,Да
Toyota,Alphard,14000000,2012,Усть-Каменогорск,минивэн,3.5,автомат,160000,полный привод,справа,серый,Да
Honda,Inspire,1400000,1995,Алтай,седан,2.5,автомат,,передний привод,справа,,Да
Volkswagen,Polo,4300000,2011,Усть-Каменогорск,седан,1.6,автомат,222222,передний привод,слева,,Да
Toyota,RAV 4,17900000,2022,Усть-Каменогорск,кроссовер,2.5,автомат,30000,полный привод,слева,черный,Да
Honda,Inspire,2500000,1996,Усть-Каменогорск,седан,2.5,автомат,277000,передний привод,справа,синий металлик,Да
Kia,Cerato,5450000,2012,Усть-Каменогорск,седан,1.6,автомат,,передний привод,слева,белый металлик,Да
ГАЗ,ГАЗель,1600000,1996,Усть-Каменогорск,пикап,2.9,механика,,задний привод,слева,белый,Да
ВАЗ (Lada),2102,1700000,1974,Усть-Каменогорск,универсал,1.7,механика,85000,задний привод,слева,бордовый,Да
Nissan,Altima,2950000,2007,Усть-Каменогорск,седан,2.5,автомат,188000,передний привод,слева,белый,Да
Skoda,Rapid,2500000,2016,Риддер,лифтбек,1.6,механика,,передний привод,слева,серебристый металлик,Да
Lexus,RX 300,5000000,2000,Усть-Каменогорск,кроссовер,3,автомат,,полный привод,слева,,Да
ВАЗ (Lada),Granta 2190 (седан),2100000,2013,Усть-Каменогорск,седан,1.6,механика,265000,передний привод,слева,черный,Да
Toyota,Mark II,1600000,1993,Усть-Каменогорск,седан,2.5,автомат,500000,задний привод,справа,белый,Да
Toyota,Camry,9500000,2014,Усть-Каменогорск,седан,2.5,автомат,141504,передний привод,слева,серый,Да
Volkswagen,Passat,1300000,1991,Усть-Каменогорск,универсал,2,механика,,передний привод,слева,бирюзовый металлик,Да
Toyota,Camry,6800000,2007,Усть-Каменогорск,седан,3.5,автомат,268000,передний привод,слева,черный металлик,Да
Mazda,CX-5,9800000,2012,Усть-Каменогорск,кроссовер,2,автомат,160000,полный привод,слева,серый металлик,Да
Skoda,Kodiaq,15500000,2018,Усть-Каменогорск,внедорожник,2,робот,86000,полный привод,слева,белый,Да
Lexus,ES 250,13500000,2013,Усть-Каменогорск,седан,2.5,автомат,190000,передний привод,слева,черный металлик,Да
Mercedes-Benz,190,1550000,1990,Усть-Каменогорск,седан,2.3,механика,,задний привод,слева,серебристый,Да
Honda,Elysion,7200000,2005,Усть-Каменогорск,минивэн,3,автомат,318000,полный привод,справа,белый металлик,Да
Toyota,FJ Cruiser,13518236,2006,Усть-Каменогорск,внедорожник,4,автомат,,полный привод,слева,черный,Да
Mitsubishi,Colt,2700000,2003,Усть-Каменогорск,хэтчбек,1.5,вариатор,210000,передний привод,слева,серебристый металлик,Да
Toyota,Chaser,2450000,1996,Усть-Каменогорск,седан,2,автомат,,задний привод,справа,белый металлик,Да
Audi,Q7,7800000,2007,Риддер,кроссовер,3.6,автомат,,полный привод,слева,вишня металлик,Да
Subaru,Forester,1500000,1998,Алтай,кроссовер,2.5,автомат,,полный привод,слева,,Да
Toyota,Aristo,4000000,1996,Усть-Каменогорск,седан,3,автомат,,задний привод,справа,зеленый металлик,Да
ВАЗ (Lada),Granta 2191 (лифтбек),4500000,2019,Усть-Каменогорск,лифтбек,1.6,механика,118000,передний привод,слева,,Да
ВАЗ (Lada),2110 (седан),1000000,2001,Катон-Карагай,седан,1.6,механика,,передний привод,слева,серебристый металлик,Да
ВАЗ (Lada),2106,750000,1984,Алтай,седан,1.3,механика,,задний привод,слева,жёлтый,Да
ВАЗ (Lada),2121 Нива,2000000,1981,Усть-Каменогорск,внедорожник,1.6,механика,,полный привод,слева,черный,Да
ВАЗ (Lada),Priora 2170 (седан),2500000,2014,Усть-Каменогорск,седан,1.6,механика,,передний привод,слева,белый,Да
Hyundai,Sonata,7500000,2013,Усть-Каменогорск,седан,2.4,автомат,192960,передний привод,слева,черный металлик,Да
Mazda,323,3500000,2001,Усть-Каменогорск,хэтчбек,1.6,автомат,,передний привод,слева,,Да
Chevrolet,Cruze,5000000,2013,Усть-Каменогорск,хэтчбек,1.8,автомат,135000,передний привод,слева,серый металлик,Да
ВАЗ (Lada),2107,1200000,1983,Усть-Каменогорск,седан,1.5,механика,,задний привод,слева,бордовый металлик,Да
Volkswagen,Golf,850000,1993,Шемонаиха,хэтчбек,1.6,механика,,передний привод,слева,вишня металлик,Да
Mitsubishi,Pajero,7500000,2006,Усть-Каменогорск,внедорожник,3.5,автомат,250,полный привод,слева,серебристый металлик,Да
Toyota,Carina ED,1800000,1995,Усть-Каменогорск,седан,2,автомат,,передний привод,справа,черный металлик,Да
Hyundai,Accent,5000000,2014,Усть-Каменогорск,хэтчбек,1.4,механика,125000,передний привод,слева,белый,Да
Toyota,Land Cruiser,5500000,2000,Усть-Каменогорск,внедорожник,4.7,автомат,583000,полный привод,слева,белый,Да
Chevrolet,Nexia,5750000,2021,Усть-Каменогорск,седан,1.5,автомат,55639,передний привод,слева,белый,Да
ВАЗ (Lada),21099 (седан),1100000,1998,Усть-Каменогорск,седан,1.5,механика,206000,передний привод,слева,,Да
ВАЗ (Lada),2108 (хэтчбек),700000,1997,Усть-Каменогорск,хэтчбек,1.5,механика,,передний привод,слева,красный,Да
Volkswagen,Polo,5889000,2015,Усть-Каменогорск,седан,1.6,автомат,157609,передний привод,слева,белый,Да
ВАЗ (Lada),2107,1500000,2004,Усть-Каменогорск,седан,1.5,механика,65000,задний привод,слева,белый металлик,Да
ВАЗ (Lada),Vesta,5500000,2020,Усть-Каменогорск,седан,1.6,механика,105000,передний привод,слева,белый металлик,Да
Mazda,626,1400000,1995,Усть-Каменогорск,седан,1.8,механика,300,передний привод,слева,красный,Да
Toyota,Land Cruiser,17800000,2009,Усть-Каменогорск,внедорожник,4.7,автомат,235000,полный привод,слева,белый металлик,Да
ГАЗ,ГАЗель,3850000,2007,Усть-Каменогорск,пикап,2.7,механика,,задний привод,слева,белый,Да
Chevrolet,Cruze,4200000,2012,Усть-Каменогорск,седан,1.8,автомат,216000,передний привод,слева,вишня,Да
Toyota,RAV 4,5500000,2001,Усть-Каменогорск,кроссовер,2,автомат,248000,полный привод,слева,серебристый металлик,Да
ВАЗ (Lada),Vesta,5200000,2019,Усть-Каменогорск,седан,1.6,механика,,передний привод,слева,белый металлик,Да
Toyota,4Runner,18000000,2005,Усть-Каменогорск,внедорожник,4,автомат,,полный привод,слева,черный металлик,Да
Hyundai,Tucson,8000000,2012,Усть-Каменогорск,кроссовер,2,автомат,139000,полный привод,слева,коричневый металлик,Да
ВАЗ (Lada),21099 (седан),1100000,1998,Усть-Каменогорск,седан,1.5,механика,206000,передний привод,слева,синий,Да
BMW,520,2000000,1990,Усть-Каменогорск,седан,2,механика,425856,задний привод,слева,зеленый металлик,Да
Toyota,Land Cruiser Prado,12300000,2006,Усть-Каменогорск,внедорожник,2.7,автомат,214000,полный привод,слева,серебристый металлик,Да
ВАЗ (Lada),2121 Нива,1100000,1981,Шемонаиха,внедорожник,1.6,механика,58000,полный привод,слева,белый,Да
ГАЗ,ГАЗель,5499999,2012,Усть-Каменогорск,пикап,2.9,механика,210000,задний привод,слева,,Да
Kia,Rio,4880000,2013,Усть-Каменогорск,седан,1.4,автомат,228479,передний привод,слева,синий,Да
Mercedes-Benz,C 180,1600000,1997,Усть-Каменогорск,седан,1.8,механика,391000,задний привод,слева,красный металлик,Да
Skoda,Yeti,6300000,2013,Усть-Каменогорск,кроссовер,1.8,робот,133,полный привод,слева,серебристый металлик,Да
ВАЗ (Lada),Vesta,5600000,2020,Усть-Каменогорск,седан,1.6,вариатор,60000,передний привод,слева,белый,Да
ЗАЗ,Chance,1500000,2011,Усть-Каменогорск,седан,1.5,механика,925638,передний привод,слева,,Да
Toyota,Avalon,6200000,2005,Усть-Каменогорск,седан,3.5,автомат,321600,передний привод,слева,серый металлик,Да
Hyundai,Elantra,9100000,2019,Усть-Каменогорск,седан,1.6,автомат,77000,передний привод,слева,серый металлик,Да
ГАЗ,31105 (Волга),850000,2005,Усть-Каменогорск,седан,2.4,механика,,задний привод,слева,белый,Да
ВАЗ (Lada),2121 Нива,3900000,2016,Риддер,внедорожник,1.7,механика,86000,полный привод,слева,,Да
Mazda,626,1000000,1992,Усть-Каменогорск,лифтбек,2,механика,777777,передний привод,слева,серый металлик,Да
ГАЗ,ГАЗель,7000000,2014,Усть-Каменогорск,фургон,2.7,механика,160000,задний привод,слева,белый,Да
Skoda,Octavia,2000000,2002,Усть-Каменогорск,универсал,1.8,механика,311447,полный привод,слева,,Да
ВАЗ (Lada),Priora 2172 (хэтчбек),3050000,2014,Риддер,хэтчбек,1.6,механика,192000,передний привод,слева,серебристый,Да
Kia,Sportage,4000000,2005,Усть-Каменогорск,кроссовер,2,автомат,175000,передний привод,слева,белый,Да
ГАЗ,ГАЗель,2500000,2004,Усть-Каменогорск,пикап,2.9,механика,,задний привод,слева,белый,Да
Toyota,Corona,3400000,1997,Усть-Каменогорск,седан,2,автомат,240000,передний привод,справа,серый металлик,Да
Skoda,Fabia,1850000,2002,Усть-Каменогорск,хэтчбек,1.4,механика,276000,передний привод,слева,серебристый,Да
ВАЗ (Lada),2110 (седан),1200000,2004,Усть-Каменогорск,седан,1.5,механика,207566,передний привод,слева,синий металлик,Да
Toyota,Camry,10250000,2012,Усть-Каменогорск,седан,2.5,автомат,250000,передний привод,слева,черный,Да
ВАЗ (Lada),2112 (хэтчбек),1400000,2004,Усть-Каменогорск,хэтчбек,1.6,механика,,передний привод,слева,синий металлик,Да
Toyota,Highlander,6300000,2002,Усть-Каменогорск,кроссовер,3,автомат,,передний привод,слева,синий металлик,Да
ВАЗ (Lada),Granta 2190 (седан),3800000,2018,Усть-Каменогорск,седан,1.6,механика,167000,передний привод,слева,серый,Да
Toyota,Corolla,9200000,2017,Усть-Каменогорск,седан,1.6,вариатор,,передний привод,слева,бордовый металлик,Да
Toyota,Camry,10700000,2013,Усть-Каменогорск,седан,2.5,автомат,155000,передний привод,слева,серый,Да
ВАЗ (Lada),2107,1050000,2012,Риддер,седан,1.6,механика,98000,задний привод,слева,коричневый металлик,Да
Kia,Optima,1800000,2001,Усть-Каменогорск,седан,2,механика,,передний привод,слева,,Да
Mercedes-Benz,C 280,3500000,1999,Усть-Каменогорск,седан,2.8,автомат,432,задний привод,слева,серый металлик,Да
Lexus,IS 350,6500000,2006,Усть-Каменогорск,седан,3.5,автомат,100000,задний привод,слева,белый металлик,Да
Mercedes-Benz,G 63 AMG,110000000,2019,Усть-Каменогорск,внедорожник,4,автомат,,полный привод,слева,черный металлик,Да
ВАЗ (Lada),2114 (хэтчбек),2700000,2013,Усть-Каменогорск,хэтчбек,1.6,механика,156000,передний привод,слева,серебристый металлик,Да
ВАЗ (Lada),Priora 2172 (хэтчбек),3900000,2015,Усть-Каменогорск,хэтчбек,1.6,робот,80000,передний привод,слева,серый,Да
Renault,Sandero Stepway,4500000,2013,Усть-Каменогорск,хэтчбек,1.6,механика,,передний привод,слева,бежевый,Да
Volkswagen,Passat,2700000,1998,Усть-Каменогорск,седан,1.6,механика,,передний привод,слева,серый металлик,Да
Mitsubishi,Space Runner,2600000,2000,Риддер,минивэн,2.4,механика,280,передний привод,слева,,Да
Subaru,Outback,8200000,2014,Усть-Каменогорск,универсал,2.5,вариатор,160800,полный привод,слева,белый металлик,Да
Mitsubishi,Legnum,2500000,1997,Усть-Каменогорск,универсал,1.8,автомат,291000,полный привод,справа,синий металлик,Да
Mitsubishi,Outlander,20500000,2021,Усть-Каменогорск,кроссовер,2.5,вариатор,17000,полный привод,слева,серебристый металлик,Да
ВАЗ (Lada),2121 Нива,5500000,2018,Усть-Каменогорск,внедорожник,1.7,механика,48645,полный привод,слева,черный,Да
ГАЗ,ГАЗель NEXT,10500000,2015,Усть-Каменогорск,пикап,2.8,механика,360000,задний привод,слева,белый,Да
Lexus,RX 350,28000000,2016,Усть-Каменогорск,кроссовер,3.5,автомат,,полный привод,слева,черный металлик,Да
Toyota,Camry,3700000,2000,Алтай,седан,3,автомат,2222,передний привод,слева,серый металлик,Да
ГАЗ,ГАЗель,7000000,2011,Усть-Каменогорск,пикап,2.8,механика,213130,задний привод,слева,вишня металлик,Да
Chevrolet,Tracker,6400000,2013,Усть-Каменогорск,кроссовер,1.8,автомат,95000,полный привод,слева,белый,Да
Toyota,Caldina,2750000,1996,Усть-Каменогорск,универсал,1.8,автомат,245000,передний привод,справа,синий металлик,Да
Subaru,Forester,3000000,1997,Алтай,кроссовер,2,автомат,,полный привод,справа,черный,Да
Hyundai,Elantra,5900000,2012,Усть-Каменогорск,седан,1.6,автомат,,передний привод,слева,голубой,Да
Renault,Duster,6600000,2014,Усть-Каменогорск,кроссовер,2,автомат,145381,полный привод,слева,черный,Да
Chevrolet,Cruze,4000000,2014,Усть-Каменогорск,универсал,1.8,механика,142000,передний привод,слева,серебристый металлик,Да
ВАЗ (Lada),Vesta,4900000,2018,Усть-Каменогорск,седан,1.6,механика,94515,передний привод,слева,серебристый,Да
Kia,Soul,10700000,2019,Усть-Каменогорск,кроссовер,2,автомат,117906,передний привод,слева,белый,Да
Lexus,ES 250,13600000,2014,Усть-Каменогорск,седан,2.5,автомат,150000,передний привод,слева,коричневый,Да
ВАЗ (Lada),Vesta SW,5500000,2019,Усть-Каменогорск,универсал,1.8,робот,83184,передний привод,слева,синий,Да
Kia,K5,15000000,2022,Усть-Каменогорск,седан,2,автомат,17900,передний привод,слева,серый металлик,Да
ВАЗ (Lada),Priora 2172 (хэтчбек),3500000,2014,Усть-Каменогорск,хэтчбек,1.6,механика,125200,передний привод,слева,,Да
Toyota,Land Cruiser,20000000,2010,Усть-Каменогорск,внедорожник,4.7,автомат,157000,полный привод,слева,серый металлик,Да
Kia,Rio X-Line,9850000,2021,Усть-Каменогорск,хэтчбек,1.6,автомат,27752,передний привод,слева,белый металлик,Да
Toyota,Chaser,3700000,1997,Алтай,седан,2.5,автомат,232500,задний привод,справа,белый,Да
Mitsubishi,Pajero,4000000,1994,Усть-Каменогорск,внедорожник,2.8,автомат,,полный привод,справа,серебристый металлик,Да
ГАЗ,ГАЗель,2200000,2003,Усть-Каменогорск,пикап,2.4,механика,333333,задний привод,слева,белый металлик,Да
ВАЗ (Lada),2106,500000,1989,Усть-Каменогорск,седан,1.5,механика,,задний привод,слева,,Да
Ravon,Nexia R3,4500000,2018,Усть-Каменогорск,седан,1.5,механика,55667,передний привод,слева,белый металлик,Да
ВАЗ (Lada),2114 (хэтчбек),1300000,2011,Усть-Каменогорск,хэтчбек,1.6,механика,,передний привод,слева,,Да
Toyota,Estima,8499999,2005,Усть-Каменогорск,минивэн,3,автомат,103000,полный привод,справа,белый металлик,Да
ВАЗ (Lada),2106,550000,1989,Усть-Каменогорск,седан,1.5,механика,,задний привод,слева,,Да
ВАЗ (Lada),2111 (универсал),550000,2000,Акжар,универсал,1.6,механика,,передний привод,слева,зеленый металлик,Да
ВАЗ (Lada),2121 Нива,1600000,2011,Катон-Карагай,внедорожник,1.7,механика,191000,полный привод,слева,синий,Да
ВАЗ (Lada),Granta 2190 (седан),4500000,2020,Усть-Каменогорск,седан,1.6,механика,125000,передний привод,слева,коричневый металлик,Да
Nissan,NP300,4700000,2008,Усть-Каменогорск,пикап,2.4,механика,,полный привод,слева,белый,Да
Chevrolet,Captiva,8000000,2013,Шемонаиха,кроссовер,2.4,автомат,100,полный привод,слева,,Да
Geely,Monjaro,18990000,2023,Усть-Каменогорск,кроссовер,2,автомат,15,полный привод,слева,бирюзовый металлик,Да
Hyundai,Terracan,4200000,2003,Усть-Каменогорск,внедорожник,2.5,автомат,200000,полный привод,слева,серебристый,Да
ВАЗ (Lada),Priora 2170 (седан),3000000,2014,Усть-Каменогорск,седан,1.6,механика,222222,передний привод,слева,черный металлик,Да
Mazda,Tribute,3600000,2000,Усть-Каменогорск,кроссовер,3,автомат,348936,полный привод,слева,серебристый,Да
Mitsubishi,Pajero,4000000,1994,Усть-Каменогорск,внедорожник,2.8,автомат,,полный привод,справа,синий металлик,Да
SsangYong,Rexton,5000000,2007,Усть-Каменогорск,внедорожник,2.7,автомат,225000,полный привод,слева,черный металлик,Да
Mitsubishi,RVR,1500000,1995,Усть-Каменогорск,минивэн,2,автомат,,полный привод,справа,,Да
ВАЗ (Lada),2114 (хэтчбек),1900000,2013,Усть-Каменогорск,хэтчбек,1.6,механика,260000,передний привод,слева,белый,Да
ВАЗ (Lada),Largus,4700000,2014,Усть-Каменогорск,универсал,1.6,механика,200000,передний привод,слева,серебристый металлик,Да
Toyota,Land Cruiser,17300000,2008,Усть-Каменогорск,внедорожник,4.7,автомат,,полный привод,слева,черный,Да
Mazda,Capella,1700000,2001,Усть-Каменогорск,седан,1.8,автомат,250000,передний привод,слева,белый,Да
ВАЗ (Lada),Largus (фургон),6900000,2017,Усть-Каменогорск,фургон,1.6,механика,99000,передний привод,слева,белый,Да
Nissan,Murano,3500000,2003,Усть-Каменогорск,кроссовер,3.5,вариатор,165000,полный привод,слева,черный металлик,Да
Kia,Rio,5850000,2015,Усть-Каменогорск,седан,1.6,автомат,127000,передний привод,слева,белый,Да
Audi,80,1500000,1994,Усть-Каменогорск,седан,2,автомат,422000,передний привод,слева,зеленый,Да
Hyundai,Tucson,13900000,2019,Усть-Каменогорск,кроссовер,2,автомат,25000,полный привод,слева,серый металлик,Да
Toyota,Camry,11000000,2012,Усть-Каменогорск,седан,2.5,автомат,200000,передний привод,слева,белый металлик,Да
Toyota,Mark II,3200000,1995,Усть-Каменогорск,седан,2.5,автомат,420000,задний привод,справа,белый,Да
Nissan,Note,4600000,2010,Усть-Каменогорск,хэтчбек,1.6,автомат,140500,передний привод,слева,черный,Да
Nissan,Murano,3500000,2003,Усть-Каменогорск,кроссовер,3.5,вариатор,165000,полный привод,слева,черный металлик,Да
Toyota,Land Cruiser Prado,5700000,1997,Усть-Каменогорск,внедорожник,3,автомат,100000,полный привод,справа,серебристый металлик,Да
Mercedes-Benz,E 220,1500000,1991,Зайсан,седан,2.2,автомат,360000,задний привод,слева,серый металлик,Да
Chevrolet,Nexia,4800000,2020,Усть-Каменогорск,седан,1.5,автомат,74000,передний привод,слева,серый,Да
BMW,525,2000000,1990,Риддер,седан,2.5,механика,,задний привод,слева,серебристый металлик,Да
ВАЗ (Lada),Granta 2190 (седан),3300000,2014,Зайсан,седан,1.6,механика,178300,передний привод,слева,черный,Да
Opel,Vectra,1500000,1996,Усть-Каменогорск,хэтчбек,1.6,механика,370000,передний привод,слева,белый металлик,Да
Hyundai,Getz,4500000,2006,Усть-Каменогорск,хэтчбек,1.4,автомат,120000,передний привод,слева,серый металлик,Да
ВАЗ (Lada),2114 (хэтчбек),1500000,2013,Усть-Каменогорск,хэтчбек,1.6,механика,320,передний привод,слева,черный,Да
Toyota,Camry,2700000,1998,Усть-Каменогорск,седан,2.2,механика,365000,передний привод,слева,зеленый,Да
ГАЗ,ГАЗель,6500000,2015,Усть-Каменогорск,пикап,2.7,механика,,задний привод,слева,белый,Да
Ravon,Nexia R3,4200000,2017,Алтай,седан,1.5,механика,76000,передний привод,слева,черный металлик,Да
Porsche,Cayenne,6800000,2006,Усть-Каменогорск,кроссовер,4.5,автомат,201000,полный привод,слева,черный металлик,Да
ВАЗ (Lada),Priora 2170 (седан),1100000,2013,Зайсан,седан,1.6,механика,250000,передний привод,слева,,Да
Mitsubishi,Pajero,2600000,1998,Усть-Каменогорск,внедорожник,3.5,автомат,,полный привод,слева,синий,Да
Toyota,Caldina,3800000,1995,Усть-Каменогорск,универсал,2,автомат,280000,передний привод,справа,вишня,Да
Toyota,Camry,7000000,2006,Усть-Каменогорск,седан,2.4,автомат,,передний привод,слева,золотистый,Да
ВАЗ (Lada),2114 (хэтчбек),2000000,2014,Алтай,хэтчбек,1.6,механика,,передний привод,слева,белый,Да
Skoda,Superb,6000000,2013,Усть-Каменогорск,лифтбек,1.8,робот,300000,передний привод,слева,черный,Да
Toyota,Aristo,2100000,1995,Усть-Каменогорск,седан,3,автомат,165770,задний привод,справа,,Да
Ravon,Nexia R3,4800000,2020,Усть-Каменогорск,седан,1.5,механика,60500,передний привод,слева,серый металлик,Да
Toyota,Camry,8800000,2012,Усть-Каменогорск,седан,2.5,автомат,,передний привод,слева,серый металлик,Да
Lexus,RX 330,8900000,2004,Усть-Каменогорск,кроссовер,3.3,автомат,219000,полный привод,слева,серебристый металлик,Да
ВАЗ (Lada),Priora 2170 (седан),2300000,2014,Усть-Каменогорск,седан,1.6,механика,256000,передний привод,слева,белый,Да
Toyota,Land Cruiser,17225382,2008,Усть-Каменогорск,внедорожник,4.7,автомат,222000,полный привод,слева,серебристый металлик,Да
