Brand,Name,Price,Year,City,Car case,Volume,Transmission,Mileage,Gear,Steer wheel,Color,Custom clearance
Volkswagen,Polo,6950000,2020,Астана,седан,1.6,автомат,138750,передний привод,слева,белый,Да
Chery,Tiggo 8 Pro,13500000,2022,Астана,кроссовер,1.6,робот,45000,передний привод,слева,белый,Да
Subaru,Forester,5500000,2004,Астана,кроссовер,3,автомат,,полный привод,слева,синий металлик,Да
Hyundai,Accent,5900000,2015,Астана,седан,1.6,автомат,150,передний привод,слева,белый,Да
Toyota,Land Cruiser,4600000,2000,Астана,внедорожник,4.2,автомат,119000,полный привод,слева,серебристый металлик,Да
Hyundai,Sonata,5950000,2010,Астана,седан,2.4,автомат,,передний привод,слева,белый металлик,Да
Volkswagen,Passat,900000,1990,Астана,универсал,1.8,механика,2200,передний привод,справа,белый металлик,Да
Toyota,Land Cruiser Prado,11000000,2007,Астана,внедорожник,2.7,автомат,290,полный привод,слева,,Да
Honda,Odyssey,6500000,2010,Астана,минивэн,2.4,вариатор,155000,передний привод,справа,,Да
Honda,CR-V,3400000,1996,Астана,кроссовер,2,автомат,507000,полный привод,справа,синий,Да
ВАЗ (Lada),Granta 2191 (лифтбек),6090000,2023,Кокшетау,лифтбек,1.6,механика,,передний привод,слева,,Да
Hyundai,Santa Fe,15300000,2022,Астана,кроссовер,2.5,автомат,4000,полный привод,слева,,Да
Kia,Cerato,10800000,2021,Астана,седан,1.6,автомат,30000,передний привод,слева,белый,Да
BYD,Song,16000000,2023,Астана,кроссовер,,автомат,1000,передний привод,слева,голубой металлик,Да
Hyundai,Kona,12500000,2019,Астана,кроссовер,,автомат,37000,передний привод,слева,белый металлик,Да
Lexus,GS 250,14500000,2013,Астана,седан,2.5,автомат,160000,задний привод,слева,,Да
OMODA,C5,13290000,2023,Астана,кроссовер,1.5,вариатор,8,передний привод,слева,синий металлик,Да
Hyundai,Accent,8000000,2020,Астана,седан,1.4,автомат,35700,передний привод,слева,белый металлик,Да
OMODA,S5,11990000,2023,Кокшетау,седан,1.5,вариатор,,передний привод,слева,белый металлик,Да
Kia,Seltos,14990000,2023,Кокшетау,кроссовер,2,вариатор,,полный привод,слева,голубой,Да
ВАЗ (Lada),Priora 2171 (универсал),2850000,2013,Астана,универсал,1.6,механика,168000,передний привод,слева,черный,Да
ГАЗ,Соболь,4200000,2010,Астана,фургон,2.9,механика,,задний привод,слева,белый металлик,Да
Cadillac,Escalade,65000000,2023,Астана,внедорожник,6.2,автомат,,полный привод,слева,,Да
Toyota,Estima,8400000,2011,Астана,минивэн,2.4,вариатор,150000,передний привод,справа,белый,Да
Cadillac,Escalade,82000000,2023,Астана,внедорожник,6.2,автомат,,полный привод,слева,черный,Да
Volkswagen,Passat,1500000,1994,Астана,седан,2,механика,233000,передний привод,слева,синий,Да
Infiniti,G35,3850000,2004,Астана,седан,3.5,автомат,220000,задний привод,слева,синий металлик,Да
Jaguar,E-Pace,19000000,2018,Астана,кроссовер,2,автомат,42000,полный привод,слева,белый металлик,Да
Hyundai,Grandeur,15000000,2020,Астана,седан,3,автомат,60000,передний привод,слева,белый,Да
Honda,HR-V,3599990,2003,Астана,кроссовер,1.6,механика,,передний привод,слева,черный,Да
Lexus,ES 300,5200000,2001,Астана,седан,3,автомат,238,передний привод,слева,,Да
Hyundai,Sonata,17100000,2022,Астана,седан,2.5,автомат,10000,передний привод,слева,,Да
Kia,K5,12500000,2020,Астана,седан,1.6,автомат,,передний привод,слева,черный металлик,Да
SsangYong,Actyon,5450000,2012,Астана,кроссовер,2,механика,136000,полный привод,слева,черный металлик,Да
Toyota,Camry,16800000,2019,Астана,седан,2.5,автомат,,передний привод,слева,белый,Да
Kia,K7,7999999,2018,Астана,седан,3,автомат,165000,передний привод,слева,черный металлик,Да
Volkswagen,Tiguan,8200000,2015,Астана,кроссовер,1.4,робот,95000,передний привод,слева,белый,Да
Hyundai,Tucson,10900000,2018,Астана,кроссовер,2,автомат,102475,передний привод,слева,белый металлик,Да
Audi,A8,2700000,1995,Астана,седан,2.8,автомат,,передний привод,слева,серый металлик,Да
Hyundai,Tucson,10500000,2016,Астана,кроссовер,2,автомат,99000,полный привод,слева,серебристый,Да
Hyundai,Palisade,26100000,2021,Астана,кроссовер,3.8,автомат,37000,полный привод,слева,белый металлик,Да
Nissan,Juke,5900000,2012,Астана,кроссовер,1.6,вариатор,141565,передний привод,слева,черный металлик,Да
Mercedes-Benz,S 350,7700000,2005,Астана,седан,3.5,автомат,320000,задний привод,слева,черный металлик,Да
Mercedes-Benz,C 180,2100000,1994,Кокшетау,седан,1.8,автомат,200000,задний привод,слева,белый,Да
Hyundai,Sonata,11200000,2019,Астана,седан,2,автомат,33000,передний привод,слева,белый металлик,Да
ВАЗ (Lada),2109 (хэтчбек),970000,1988,Астана,хэтчбек,1.3,механика,98000,передний привод,слева,бежевый,Да
Jeep,Liberty,6300000,2003,Астана,кроссовер,3.7,автомат,,полный привод,слева,серебристый металлик,Да
BMW,X5,7800000,2007,Астана,кроссовер,4.8,автомат,210000,полный привод,слева,черный металлик,Да
Kia,Sorento,11000000,2015,Астана,кроссовер,2.4,автомат,139000,полный привод,слева,серебристый металлик,Да
Hyundai,Sonata,7600000,2018,Астана,седан,2,автомат,140000,передний привод,слева,серый металлик,Да
Lexus,RX 300,29500000,2020,Астана,кроссовер,2,автомат,55000,полный привод,слева,белый,Да
Toyota,Fortuner,12000000,2014,Астана,внедорожник,2.7,автомат,200000,полный привод,слева,белый,Да
Toyota,Cresta,2300000,1994,Астана,седан,2,автомат,310000,задний привод,справа,зеленый металлик,Да
